referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
"A10.7000, A8.4050, A8.4120, A6.8000, A1.2210, A1.2300, A3.3100, A3.1120, A7.1010, A8.3010",fci,surgery-instruments,Boite à Dacryocystorhinostomie,Boite to Dacryocystorhinostomy,Composition de la boite chirurgicale : Les,Composition of the boite chirurgicale : the,,,https://www.fci.fr/wp-content/uploads/2021/07/Cat.-INSTRUMENTATION_BD_FCI18.016-IndC.pdf,https://www.fci.fr/wp-content/uploads/2019/08/Boîtes-Instrumentation-FCI-A10.7000-1er-etage-533x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Boîtes-Instrumentation-FCI-A10.7000-2eme-etage-533x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Boîtes-Instrumentation-FCI-A10.1500-533x400.jpg | https://www.fci.fr/wp-content/uploads/2016/04/Boite-Paupiere-2-400x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Boîtes-Instrumentation-FCI-A10.3500-534x400.jpg,active,false
A2.4220,fci,surgery-instruments,Double Crochet de Ferron,Double Hook of Ferron,Le double crochet de,The double hook of,,,,https://www.fci.fr/wp-content/uploads/2019/08/Double-Crochet-Ferron_A2.4220-2-600x104.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Releveur-Paupieres-Desmarres_A1.2010-2-600x88.jpg | https://www.fci.fr/wp-content/uploads/2019/08/A3.1200-Ciseaux-Sevrin-Stevens-droit-pointuvue-1-600x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Porte-aiguille-Castroviejo_A7.1000-2-600x177.jpg | https://www.fci.fr/wp-content/uploads/2020/06/Pince-à-Ptosis-F101R-600x214.jpg,active,false
"S1.1361, S1.1371",fci,surgery-instruments,FCI Nunchaku®,FCI Nunchaku®,Indications :La FCI Nunchaku® est indiquée dans le traitement des larmoiements chez les patients de 12 mois et,Indications :the FCI Nunchaku® est indiquée dans the treatment of the larmoiements chez the patients of 12 mois and,,,https://www.fci.fr/wp-content/uploads/2020/03/Nunchaku.pdf,https://www.fci.fr/wp-content/uploads/2015/01/nunchaku_01-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/nunchaku_02-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/nunchaku_03-400x400.jpg | https://www.fci.fr/wp-content/uploads/2018/10/S1.1289-88-REV-EP-7489-Mesureur-sonde-1-1-400x400.jpg | https://www.fci.fr/wp-content/uploads/2018/02/Ritleng-bis-400x400.jpg,active,false
"S1.1390, S1.1391, S1.1392",fci,surgery-instruments,Sonde Bicanaliculaire Autostable Iiselon le Dr P. Bigé,Probe Bicanaliculaire Autostable Iiselon the Dr P. Bigé,Indication :La sonde autostable II est destinée au traitement des sténoses canaliculaires. Les 2 guides métalliques permettent l’introduction de la sonde dans les canalicules. La Sonde Autostable,Indication :the probe autostable II est destinée au treatment of the sténoses canaliculaires. the 2 guides métalliques permettent l’introduction of the probe dans the canalicules. the probe Autostable,,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2015/06/Sonde-autostable-II-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/06/Sonde-autostable-II_2-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/06/Mesureur_S1.1289-400x400.jpg | https://www.fci.fr/wp-content/uploads/2018/10/S1.1289-88-REV-EP-7489-Mesureur-sonde-1-1-400x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Compas-de-Sourdille-détouré_A2.6020-2-600x400.jpg,active,false
"S1.1401, S1.1421",fci,surgery-instruments,Sonde Bika® pour Dcrselon le Dr J.-A. Bernard,Probe Bika® for Dcrselon the Dr J.-A. Bernard,Indication :Cette sonde d’intubation est également indiquée pour l’intubation des voies lacrymales après DCR. La sonde de BIKA® pour,Indication :Cette probe d’intubation est également indiquée for l’intubation of the lacrimal ducts après DCR. the probe of BIKA® for,,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2015/01/BIKA-FOR-DCR-600x264-1.png | https://www.fci.fr/wp-content/uploads/2020/04/S1.1275-crochet-de-crawford-600x400.jpg | https://www.fci.fr/wp-content/uploads/2018/10/S1.1289-88-REV-EP-7489-Mesureur-sonde-1-1-400x400.jpg | https://www.fci.fr/wp-content/uploads/2018/02/Ritleng-bis-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/nunchaku_01-400x400.jpg,active,false
"S1.1451, S1.1491",fci,surgery-instruments,Intubations de Ritleng®,Intubations of Ritleng®,Indications :L’intubation bicanaliculonasale est indiquée dans le traitement des larmoiements chez les patients de 12 mois et plus dans les cas de : pathologie canaliculaire (sté,Indications :L’intubation bicanaliculonasale est indiquée dans the treatment of the larmoiements chez the patients of 12 mois and plus dans the cas of : pathologie canaliculaire (sté,,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2015/01/ritleng_01-400x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Sonde-guide-de-Ritleng_S1.1460-2.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Crochet-de-Ritleng_S1.1480-2-416x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Pince-endonasale-de-Ritleng_S1.1470-2.jpg | https://www.fci.fr/wp-content/uploads/2015/06/Bika.jpg,active,false
"S1.1456, S1.1496",fci,surgery-instruments,Ritleng® +,Ritleng® +,Indications :L’intubation bicanaliculo-nasale Ritleng®+ est indiquée dans le traitement des larmoiements chez les patients de 12 mois et,Indications :L’intubation bicanaliculo-nasale Ritleng®+ est indiquée dans the treatment of the larmoiements chez the patients of 12 mois and,,,https://www.fci.fr/wp-content/uploads/2020/03/Ritleng-.pdf,https://www.fci.fr/wp-content/uploads/2018/02/Ritleng-bis-400x400.jpg | https://www.fci.fr/wp-content/uploads/2018/04/Illustration-Ritleng--401x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Sonde-guide-de-Ritleng_S1.1460-2.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Crochet-de-Ritleng_S1.1480-2-416x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Pince-endonasale-de-Ritleng_S1.1470-2.jpg,active,false
"S1.1501, S1.1521",fci,surgery-instruments,Mini-Monoka®Selon les Dr B. Fayet et J.-A. Bernard,mini-Monoka®Selon the Dr B. Fayet and J.-A. Bernard,"Indication :Traumatologie avec plaies des 2/3 externes d’a des canalicules. Les sondes Mini-Monoka® peuvent aussi être indiquées dans les sténoses du canalicule inférieur (post-infectieux ou non). Le PolyVinylPyrrolidone (PVP)* : traitement de surface destiné à augmenter le caractère hydrophile du silicone . Le PVP améliore l’efficacité du drainage des larmes le long du matériel et limite les dépôts de sécrétions sur la surface du silicone La sonde Mini-Monoka®, de classe","Indication :Traumatologie with plaies of the 2/3 externes d’a of the canalicules. the probes mini-Monoka® peuvent aussi être indiquées dans the sténoses of the canaliculus inferior (post-infectieux or non). the PolyVinylPyrrolidone (PVP)* : treatment of surface destiné to augmenter the caractère hydrophile of the silicone . the PVP améliore l’efficacité of the drainage of the larmes the long of the matériel and limite the dépôts of sécrétions sur the surface of the silicone the probe mini-Monoka®, of classe",,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2015/01/Mini-Monoka-600x269-1.png | https://www.fci.fr/wp-content/uploads/2018/06/mini-monoka-v2-400x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Pose-clou-dilatateur_S1.3090-2.jpg | https://www.fci.fr/wp-content/uploads/2020/04/LacriJet_1-596x400-1.png | https://www.fci.fr/wp-content/uploads/2020/03/Monoka-Fayet-Technique-Ritleng-514x400.jpg,active,false
"S1.1515, S1.1522, S1.1530, S1.1535, S1.1540, S1.1545, S1.1550",fci,surgery-instruments,LacriJet®Selon le Dr B. Fayet,LacriJet®Selon the Dr B. Fayet,Indications :Traitement des sténoses canaliculo-nasales congénitales chez les patients de 12 mois et,Indications :treatment of the sténoses canaliculo-nasales congénitales chez the patients of 12 mois and,,,https://www.fci.fr/wp-content/uploads/2020/03/LacriJet.pdf,https://www.fci.fr/wp-content/uploads/2020/04/LacriJet_1-596x400-1.png | https://www.fci.fr/wp-content/uploads/2020/04/LacriJet_2-600x400-1-600x400.png | https://www.fci.fr/wp-content/uploads/2018/04/Photo-bloc-opératoire-Lacrijet-600x340.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Pose-clou-dilatateur_S1.3090-2.jpg | https://www.fci.fr/wp-content/uploads/2020/04/S1.1288_Sizer-for-LacriJet®-517x400.png,active,false
"S1.1608, S1.1609, S1.1610",fci,surgery-instruments,Masterka®Selon le Dr B. Fayet,Masterka®Selon the Dr B. Fayet,Indication :Traitement des obstructions congénitales du conduit lacrymo-nasal (sténose de la valve de Hasner) chez les patients de 12 mois et plus. Mode d’action :La Masterka® est une sonde monocanaliculo-nasale autostable de type poussé à fixation méatique. Elle agit comme a conformateur des voies lacrymales et permet de drainer les larmes par capillarité. MASTERKA® est une solution dans le traitement de l’obstruction du canal congénital résistant au sondage.Contrairement à la technique classique où la sonde est introduite dans la voie lacrymale et retirée par le,Indication :treatment of the obstructions congénitales of the conduit lacrymo-nasal (sténose of the valve of Hasner) chez the patients of 12 mois and plus. Mode d’action :the Masterka® est a probe monocanaliculo-nasale autostable of type poussé to fixation méatique. Elle agit comme a conformateur of the lacrimal ducts and permet of drainer the larmes par capillarité. MASTERKA® est a solution dans the treatment of l’obstruction of the canal congénital résistant au sondage.Contrairement to the technique classique où the probe est introduite dans the voie lacrymale and retirée par the,,,https://www.fci.fr/wp-content/uploads/2020/03/Masterka.pdf,https://www.fci.fr/wp-content/uploads/2015/01/masterka_01-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/masterka_02-400x400.jpg | https://www.fci.fr/wp-content/uploads/2018/10/S1.1289-88-REV-EP-7489-Mesureur-sonde-1-1-400x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Pose-clou-dilatateur_S1.3090-2.jpg | https://www.fci.fr/wp-content/uploads/2020/04/LacriJet_1-596x400-1.png,active,false
"S1.1621, S1.1631, S1.1661, S1.1711",fci,surgery-instruments,Monoka®Selon les Dr B. Fayet et J.-A. Bernard,Monoka®Selon the Dr B. Fayet and J.-A. Bernard,Indications :Traitement des plaies et sténoses monocanaliculaires et notamment dans les cas d’imperforations lacrymonasales du,Indications :treatment of the plaies and sténoses monocanaliculaires and notamment dans the cas d’imperforations lacrymonasales of the,,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2019/08/Monoka_S1.1630-2-426x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Pose-clou-dilatateur_S1.3090-2.jpg | https://www.fci.fr/wp-content/uploads/2020/04/LacriJet_1-596x400-1.png | https://www.fci.fr/wp-content/uploads/2015/01/masterka_01-400x400.jpg | https://www.fci.fr/wp-content/uploads/2020/03/Monoka-Fayet-Technique-Ritleng-514x400.jpg,active,false
"S1.1801, S1.1811, S1.1821",fci,surgery-instruments,"Monoka® de Fayet-bernard (technique de Ritleng)selon les Dr B. Fayet, M.D. et J.-A. Bernard","Monoka® of Fayet-bernard (technique of Ritleng)selon the Dr B. Fayet, M.D. and J.-A. Bernard",Indications :Traitement des plaies et sténoses monocanaliculaires et notamment dans les cas d’imperforations lacrymonasalesdu,Indications :treatment of the plaies and sténoses monocanaliculaires and notamment dans the cas d’imperforations lacrymonasalesdu,,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2020/03/Monoka-Fayet-Technique-Ritleng-514x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Sonde-guide-de-Ritleng_S1.1460-2.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Crochet-de-Ritleng_S1.1480-2-416x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Pose-clou-dilatateur_S1.3090-2.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Pince-endonasale-de-Ritleng_S1.1470-2.jpg,active,false
"S1.3511, S1.3521",fci,surgery-instruments,Clou-trou et Mini Clou-trou “prêt à la Pose”selon le Dr J.-A. Bernard,Clou-trou and Mini Clou-trou “prêt to the Pose”selon the Dr J.-A. Bernard,Indication :Les Clou-Trous et Mini Clou-Trou PVP “Prêt à la pose” traitent les larmoiements consécutifs à une atrésie du point lacrymal. Le PolyVinylPyrrolidone (PVP)* : traitement de surface destiné à augmenter le caractère hydrophile du silicone . Le PVP améliore l’efficacité du drainage des larmes le long du matériel et limite les dépôts de sécrétions sur la surface du silicone Les clou-trous et mini-clou,Indication :the Clou-Trous and mini Clou-Trou PVP “Prêt to the pose” traitent the larmoiements consécutifs to a atrésie of the point lacrimal. the PolyVinylPyrrolidone (PVP)* : treatment of surface destiné to augmenter the caractère hydrophile of the silicone . the PVP améliore l’efficacité of the drainage of the larmes the long of the matériel and limite the dépôts of sécrétions sur the surface of the silicone the clou-trous and mini-clou,,,https://www.fci.fr/wp-content/uploads/2024/11/Bon-de-commande-2024_Formulaire.pdf,https://www.fci.fr/wp-content/uploads/2015/01/bouchons_clou_trous_01-400x400.jpg | https://www.fci.fr/wp-content/uploads/2018/06/bouchons_clou_trous_03-v2-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/bouchons_clou_trous_02-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/Mini-Monoka-600x269-1.png | https://www.fci.fr/wp-content/uploads/2015/06/Dialatateur-UU_S1.4015-400x400.jpg,active,false
"S1.4121, S1.4122, S1.4131, S1.4132",fci,surgery-instruments,Ophtacath®,Ophtacath®,Indication :Dilatation du canal lacrymo-nasal obstrué afin de corriger a épiphora. S’utilise chez les patients âgés de plus de 12 mois. Pour les patients de moins de 30,Indication :Dilatation of the canal lacrymo-nasal obstrué afin of corriger a épiphora. S’utilise chez the patients âgés of plus of 12 mois. for the patients of moins of 30,,,https://www.fci.fr/wp-content/uploads/2020/03/Ophtacath.pdf,https://www.fci.fr/wp-content/uploads/2020/03/Ophtacath-unilateral_new-400x400.png | https://www.fci.fr/wp-content/uploads/2019/08/Boîtes-Instrumentation-FCI-A10.1700-536x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Crochet-de-Ritleng_S1.1480-2-416x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Canule-à-voie-lacrymale-de-Malet_M9278-2.jpg | https://www.fci.fr/wp-content/uploads/2015/01/bouchons_clou_trous_01-400x400.jpg,active,false
"S1.7309, S1.7409, S1.7310, S1.7410, S1.7311, S1.7411, S1.7312, S1.7412, S1.7313, S1.7413, S1.7314, S1.7414, S1.7315, S1.7415, S1.7316, S1.7416, S1.7317, S1.7417, S1.7318, S1.7418, S1.7319, S1.7419, S1.7320, S1.7420, S1.7321, S1.7421, S1.7322, S1.7422, S1.7500, S1.7600",fci,surgery-instruments,Tube StopLoss™ de Jonesavec Systeme Anti-Reflux,Tube StopLoss™ of Jonesavec Systeme Anti-Reflux,Indication :Le tube StopLoss™ de Jones est indiqué dans la réparation du système,Indication :the tube StopLoss™ of Jones est indiqué dans the réparation of the system,,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2015/09/Stoploss_tubes-de-Jones2-e1466777421554.jpg | https://www.fci.fr/wp-content/uploads/2015/09/Stoploss_systeme-anti-reflux.jpg | https://www.fci.fr/wp-content/uploads/2015/09/Stoploss_kit-insertion2-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/09/Stoploss_kit-retrait-400x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Porte-aiguille-Castroviejo_A7.1000-2-600x177.jpg,active,false
"S2.3651, S2.3681, S2.3121, S2.3421, S2.3521",fci,surgery-instruments,Bouchons Méatiques Prêt à la Poseselon le Dr J.-A. Bernard,Bouchons Meatal Prêt to the Poseselon the Dr J.-A. Bernard,Indication :Les bouchons méatiques sont destinés à l’occlusion des points lacrymaux dans le traitement des sécheresses oculaires. Codification de l’acte : code BBLD002 «Pose d’obturateur méatique sur a point lacrymal» Les bouchons mé,Indication :the bouchons meatal sont destinés to l’occlusion of the points lacrymaux dans the treatment of the sécheresses oculaires. Codification of l’acte : code BBLD002 «Pose d’obturateur méatique sur a point lacrimal» the bouchons,,,https://www.fci.fr/wp-content/uploads/2024/11/Bon-de-commande-2024_Formulaire.pdf,https://www.fci.fr/wp-content/uploads/2015/01/bouchons_meat_01-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/MINI-S2.3681.jpg | https://www.fci.fr/wp-content/uploads/2015/01/EXTRA-SMALL-S2.3651.jpg | https://www.fci.fr/wp-content/uploads/2015/01/SMALL-S2.3421.jpg | https://www.fci.fr/wp-content/uploads/2015/01/REGULAR-S2.3121.jpg,active,false
S2.4001,fci,surgery-instruments,Painless Plug®,Painless Plug®,"Indication :Le PAINLESS PLUG®est destiné à l’occlusion des points lacrymaux dans le traitement des sécheresses oculaires * Notice d’utilisation Réf 213830783D.Le Painless Plug®, de classe","Indication :the PAINLESS PLUG®est destiné to l’occlusion of the points lacrymaux dans the treatment of the sécheresses oculaires * Notice d’utilisation Réf 213830783D.the Painless Plug®, of classe",,,https://www.fci.fr/wp-content/uploads/2024/11/Bon-de-commande-2024_Formulaire.pdf,https://www.fci.fr/wp-content/uploads/2015/09/Painless_plug-472x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/painless_plug_02-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/painless_plug_03-e1442393735221-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/06/Dialatateur-UU_S1.4015-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/bouchons_meat_01-400x400.jpg,active,false
"S3.3001, S3.3021",fci,surgery-instruments,Ptose-up® du Dr Ruban,Ptose-up® of the Dr Ruban,"Indication :Le Ptose-up®est destiné au traitement chirurgical du ptosis nécessitant une suspension au muscle frontal dans le cas d’a muscle releveur devenu inexploitable suite à une déficience fonctionnelle ou à une destruction anatomique. Le Ptose-up®est une bande de suspension frontale en PTFEe*, double aiguilles. Le Ptose-up® (classe IIb), est fabriqué par FCI S.A.S. (Organisme notifié : GMED CE N° 0459). Le Ptose-up® (classe IIb), est fabriqué par FCI S.A.S. (Organisme notifié : GMED CE N° 0459). * Préférentiellement à l’utilisation de matériels autologues ou homologues * Préférentiellement à l’utilisation de matériels autologues ou homologues.","Indication :the Ptose-up®est destiné au treatment surgical of the ptosis nécessitant a suspension au muscle frontal dans the cas d’a muscle releveur devenu inexploitable suite to a déficience fonctionnelle or to a destruction anatomique. the Ptose-up®est a bande of suspension frontale en PTFEe*, double aiguilles. the Ptose-up® (classe IIb), est fabriqué par FCI S.A.S. (Organisme notifié : GMED CE N° 0459). the Ptose-up® (classe IIb), est fabriqué par FCI S.A.S. (Organisme notifié : GMED CE N° 0459). * Préférentiellement to l’utilisation of matériels autologues or homologues * Préférentiellement to l’utilisation of matériels autologues or homologues.",,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2015/01/Ptose-up2016-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/ptose_up_01-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/Sonde-à-Ptosis-2016-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/07/Prothèse-palpébrale-externe-600x338.jpg | https://www.fci.fr/wp-content/uploads/2015/07/IMG_5219-600x400.jpg,active,false
"S5.6003, S5.6004, S5.6005, S5.6011, S5.6021, S5.6025, S5.6035, S5.6040, S5.6050, S5.6057, S5.6060, S5.6080, S5.6085, S5.6090, S5.6095, S5.6150, S5.6160, S5.6175, S5.6511, S5.6521, S5.6531, S5.6575, S5.6625, S5.6630, S5.6635, S5.6640, S5.6645, S5.6650, S5.6670",fci,surgery-instruments,Eponges,Eponges,Indication :Ces implants scléraux sont indiqués dans le traitement chirurgical du décollement de ré,Indication :Ces implants scléraux sont indiqués dans the treatment surgical of the detachment of,,,https://www.fci.fr/wp-content/uploads/2020/03/Catalogue-Rétine.pdf,https://www.fci.fr/wp-content/uploads/2015/01/Eponges-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/07/S5.6303-Éponge-80x80.jpg | https://www.fci.fr/wp-content/uploads/2015/07/S5.6304-Éponge-80x80.jpg | https://www.fci.fr/wp-content/uploads/2015/07/S5.6305-Éponge-80x80.jpg | https://www.fci.fr/wp-content/uploads/2015/07/S5.6011-Éponge-80x80.jpg,active,false
"S5.7100, S5.7500, S5.7160, S5.7560",fci,surgery-instruments,Huiles de Silicone,Oils of Silicone,Indication :L’huile silicone purifiée FCI est indiquée en tamponnement intraoculaire prolongé après traitement chirurgical de certains décollements de rétine. Les huiles de silicone (classe IIb) sont fabriquées par FCI S.A.S. (Organisme notifié GMED CE n°0459). Les huiles de silicone (classe IIb) sont fabriquées par FCI S.A.S. (Organisme notifié GMED CE n°0459).,Indication :L’oil silicone purifiée FCI est indiquée en tamponade intraocular prolongé après treatment surgical of certains detachments of retina. the oils of silicone (classe IIb) sont fabriquées par FCI S.A.S. (Organisme notifié GMED CE n°0459). the oils of silicone (classe IIb) sont fabriquées par FCI S.A.S. (Organisme notifié GMED CE n°0459).,,,https://www.fci.fr/wp-content/uploads/2020/03/Huile-de-silicone-purifiee-FCI.pdf,https://www.fci.fr/wp-content/uploads/2015/01/Huile-de-silicone2-1-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/06/Huile-de-silicone-flacon1-400x400.jpg | https://www.fci.fr/wp-content/uploads/2018/11/RETIJET-400x400.jpg | https://www.fci.fr/wp-content/uploads/2025/07/PFCL_OCTA_DECA_2025.png | https://www.fci.fr/wp-content/uploads/2019/08/Canule-double-courant_S9.41XX-2-400x400.jpg,active,false
"S5.8150, S5.8170, S5.8250, S5.8270",fci,surgery-instruments,Perfluorocarbones Liquides,Perfluorocarbones Liquides,"Indication :Les perfluorocarbones liquides FCI-OCTA & FCI-DECA (PFCL) sont utilisés commetamponnement intraoculaire transitoire. Le perfluorocarbone liquide (classe IIb), destiné à la chirurgie de la ré","Indication :the perfluorocarbones liquides FCI-OCTA & FCI-DECA (PFCL) sont utilisés commetamponnement intraocular transitoire. the perfluorocarbone liquide (classe IIb), destiné to the surgery of the",,,https://www.fci.fr/wp-content/uploads/2020/03/Perfluorocarbones-liquides-PFCL.pdf,https://www.fci.fr/wp-content/uploads/2025/07/PFCL_OCTA_DECA_2025.png | https://www.fci.fr/wp-content/uploads/2019/08/Compas-Castroviejo_A2.6000-2-400x400.jpg | https://www.fci.fr/wp-content/uploads/2022/09/Pointe-Super-Grip-400x400.jpg | https://www.fci.fr/wp-content/uploads/2022/08/Pince-Awh-400x400.jpg | https://www.fci.fr/wp-content/uploads/2022/08/Pince-Tano-SLIM-400x400.jpg,active,false
S5.9100,fci,surgery-instruments,FCI Protect®,FCI Protect®,"Le FCI Protect®est une solution à base d’HydroxyPropyl Méthyl Cellulose (HPMC), concentré à 2%. FCI Protect®, de classe","The FCI Protect®est a solution to base d’HydroxyPropyl Méthyl Cellulose (HPMC), concentré to 2%. FCI Protect®, of classe",,,https://www.fci.fr/wp-content/uploads/2020/03/Catalogue-Rétine.pdf,https://www.fci.fr/wp-content/uploads/2016/06/FCI-Protect-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/Protecteur-oculaire-New-511x400.jpg | https://www.fci.fr/wp-content/uploads/2015/06/Lentille-plan-concave-autostable-400x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Verre-3-miroirs_S5.8000-2-459x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Boîtes-Instrumentation-FCI-A10.3000-533x400.jpg,active,false
"S6.1012, S6.1013, S6.1014, S6.1015, S6.1016, S6.1017, S6.1018, S6.1019, S6.1020, S6.1022",fci,surgery-instruments,Billes en Silicone,Billes en Silicone,Indications :Les billes en silicone sont destinées au comblement de la cavité orbitaire après une énucléation ou une éviscération. Les,Indications :the billes en silicone sont destinées au comblement of the cavité orbital après a enucleation or a evisceration. the,,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2015/06/Bille-silicone_2-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/06/Billes-silicone-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/Set-de-gabarits-billes.jpg | https://www.fci.fr/wp-content/uploads/2015/01/bioceramic_sphere-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/Protecteur-oculaire-New-511x400.jpg,active,false
S6.2301,fci,surgery-instruments,Protecteur Oculaire,Protecteur Ocular,Indication :Le protecteur oculaire protège le globe pendant une intervention sur les paupières ou au cours d’une DCR. Le protecteur,Indication :the protecteur ocular protège the globe pendant a procedure sur the eyelids or au cours d’a DCR. the protecteur,,,https://www.fci.fr/wp-content/uploads/2020/03/Catatalogue-Oculoplastie.pdf,https://www.fci.fr/wp-content/uploads/2015/01/Protecteur-oculaire-New-511x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/S6.2301-Protecteur-oculaire-main-2-600x400.jpg | https://www.fci.fr/wp-content/uploads/2016/06/FCI-Protect-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/07/IMG_5240-600x400.jpg | https://www.fci.fr/wp-content/uploads/2015/07/Prothèse-palpébrale-externe-600x338.jpg,active,false
"S9.1012, S9.1013, S9.1014, S9.1015, S9.1016, S9.1017, S9.1018, S9.1019, S9.1020",fci,surgery-instruments,Billes Noires en Silicone,Billes Noires en Silicone,Indications :Les billes en silicone noires sont destinées au comblement de la cavité orbitaire après une énucléation ou une éviscération.,Indications :the billes en silicone noires sont destinées au comblement of the cavité orbital après a enucleation or a evisceration.,,,,https://www.fci.fr/wp-content/uploads/2025/01/Billes-noires-veto-1-400x400.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Pince-a-Sucre-pour-Bille_S6.3050-2-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/01/Set-de-gabarits-billes.jpg | https://www.fci.fr/wp-content/uploads/2019/08/Ciseaux-Enucleation_A3.1300-2-400x400.jpg,active,false
"S9.7000, S9.7100",fci,surgery-instruments,RetiLock®Trocart FCI « One Step » Autobloquant 23 et 25 Ga,RetiLock®Trocart FCI « One Step » Autobloquant 23 and 25 Ga,Indication :Les kits de trocarts RetiLock®sont destinés à la sclérotomie transconjonctivale pour l’accès au pôle postérieur. Dotés d’une fonction autobloquante breveté,Indication :the kits of trocarts RetiLock®sont destinés to the sclérotomie transconjonctivale for l’accès au pôle posterior. Dotés d’a fonction autobloquante breveté,,,https://www.fci.fr/wp-content/uploads/2020/03/Catalogue-Rétine.pdf,https://www.fci.fr/wp-content/uploads/2014/12/Trocarts-Retilock-400x400.jpg | https://www.fci.fr/wp-content/uploads/2014/12/retilock_02-400x400.jpg | https://www.fci.fr/wp-content/uploads/2015/06/Lentille-plan-concave-autostable-400x400.jpg | https://www.fci.fr/wp-content/uploads/2018/09/Backflush-T-Tube-1-400x400.jpg | https://www.fci.fr/wp-content/uploads/2016/06/FCI-Protect-400x400.jpg,active,false
