Brand,SKU,Title_EN,Title_FR,Description_EN,Description_FR
Rumex International,NO_SKU,"PD-60 Disposable Preset Knife, Multifacet, 600 Μm Depth, Safety System, 6 Per Box","PD-60 Jetable Preset Couteau, Multifacet, 600 Μm Depth, Safety Système, 6 Par Boîte","For groove making/limbal relaxing incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.6-322-6-0531-universal_three_step_knife,6-500s-6-0531-pre_set_lri_knives,sp-15-side_port_knife_with_safety_lid,6-10-6-052-universal_straight_side_port_knives,21-602-1_diamond_knife_cleaning_pack,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour groove making/limbal relaxing incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.6-322-6-0531-universal_three_step_knife,6-500s-6-0531-pre_set_lri_knives,sp-15-side_port_knife_with_safety_lid,6-10-6-052-universal_straight_side_port_knives,21-602-1_diamond_knife_cleaning_pack,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CR-20 Disposable Crescent Knife, Single Bevel, 2.00 Mm, Angled, Safety System, 6 Per Box","CR-20 Jetable Couteau Croissant, Simple Bevel, 2.00 Mm, Angulé, Safety Système, 6 Par Boîte","For lamellar dissections /scleral tunnel, flap formation; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.6-20-6-091-diamond_knife_for_glaucoma,6-20-6-092-diamond_knife_for_glaucoma,sp-15-side_port_knife_with_safety_lid,6-10-6-051-universal_straight_side_port_knives,21-602-1_diamond_knife_cleaning_pack,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour lamellar dissections /scléral tunnel, flap formation; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.6-20-6-091-diamond_knife_for_glaucoma,6-20-6-092-diamond_knife_for_glaucoma,sp-15-side_port_knife_with_safety_lid,6-10-6-051-universal_straight_side_port_knives,21-602-1_diamond_knife_cleaning_pack,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CCD-27 Disposable Clear Corneal Knife with Depth Indicators, Double Bevel, 2.75 Mm, Angled, Safety System, 6 Per Box","CCD-27 Jetable Clear Cornéen Couteau avec Depth Indicators, Double Bevel, 2.75 Mm, Angulé, Safety Système, 6 Par Boîte","Designed for the tunnel incisions.Depth indicators of 1.50, 1.75, 2.00 mm for controlled diving.Note: disposable/sterile merchandise is not subject to return, exchange or refund.cc-27-clear_corneal_knife,ccd-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,7-093d-disposable_drysdale_nucleus_manipulator,5-0331d-disposable_lester_lens_manipulator,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Designed pour le tunnel incisions.Depth indicators of 1.50, 1.75, 2.00 mm pour controlled diving.Note: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-27-clear_corneal_knife,ccd-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,7-093d-disposable_drysdale_nucleus_manipulator,5-0331d-disposable_lester_lens_manipulator,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CCD-26 Disposable Clear Corneal Knife with Depth Indicators, Double Bevel, 2.65 Mm, Angled, Safety System, 6 Per Box","CCD-26 Jetable Clear Cornéen Couteau avec Depth Indicators, Double Bevel, 2.65 Mm, Angulé, Safety Système, 6 Par Boîte","Designed for the tunnel incisions.Depth indicators of 1.50, 1.75, 2.00 mm for controlled diving.Note: disposable/sterile merchandise is not subject to return, exchange or refund.cc-26-clear_corneal_knife,sl-26-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,11-040d-disposable_westcott_curved_tenotomy_scissors,7-065d-disposable_rosen_phaco_chopper,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Designed pour le tunnel incisions.Depth indicators of 1.50, 1.75, 2.00 mm pour controlled diving.Note: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-26-clear_corneal_knife,sl-26-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,11-040d-disposable_westcott_curved_tenotomy_scissors,7-065d-disposable_rosen_phaco_chopper,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CCD-24 Disposable Clear Corneal Knife with Depth Indicators, Double Bevel, 2.40 Mm, Angled, Safety System, 6 Per Box","CCD-24 Jetable Clear Cornéen Couteau avec Depth Indicators, Double Bevel, 2.40 Mm, Angulé, Safety Système, 6 Par Boîte","Designed for the tunnel incisions.Depth indicators of 1.50, 1.75, 2.00 mm for controlled diving.Note: disposable/sterile merchandise is not subject to return, exchange or refund.cc-24-clear_corneal_knife,sl-24-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,11-040d-disposable_westcott_curved_tenotomy_scissors,7-065d-disposable_rosen_phaco_chopper,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Designed pour le tunnel incisions.Depth indicators of 1.50, 1.75, 2.00 mm pour controlled diving.Note: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-24-clear_corneal_knife,sl-24-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,11-040d-disposable_westcott_curved_tenotomy_scissors,7-065d-disposable_rosen_phaco_chopper,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CCD-22 Disposable Clear Corneal Knife with Depth Indicators, Double Bevel, 2.20 Mm, Angled, Safety System, 6 Per Box","CCD-22 Jetable Clear Cornéen Couteau avec Depth Indicators, Double Bevel, 2.20 Mm, Angulé, Safety Système, 6 Par Boîte","Designed for the tunnel incisions.Depth indicators of 1.50, 1.75 mm for controlled diving.Note: disposable/sterile merchandise is not subject to return, exchange or refund.cc-22-clear_corneal_knife,sl-22-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,4-0551d-disposable_bonn_catalano_corneal_forceps,11-052d-disposable_vannas_capsulotomy_scissors,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Designed pour le tunnel incisions.Depth indicators of 1.50, 1.75 mm pour controlled diving.Note: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-22-clear_corneal_knife,sl-22-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,4-0551d-disposable_bonn_catalano_corneal_forceps,11-052d-disposable_vannas_capsulotomy_scissors,18-305-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CC-30 Disposable Clear Corneal Knife, Double Bevel, 3.00 Mm, Angled, Safety System, 6 Per Box","CC-30 Jetable Clear Cornéen Couteau, Double Bevel, 3.00 Mm, Angulé, Safety Système, 6 Par Boîte","For clear cornea incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.cc-27-clear_corneal_knife,ccd-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,11-012d-disposable_castroviejo_universal_corneal_scissors,5-030d-disposable_kuglen_iris_hook,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour cornée claire incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.cc-27-clear_corneal_knife,ccd-27-clear_corneal_knife,sp-15-side_port_knife_with_safety_lid,11-012d-disposable_castroviejo_universal_corneal_scissors,5-030d-disposable_kuglen_iris_hook,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CC-27 Disposable Clear Corneal Knife, Double Bevel, 2.75 Mm, Angled, Safety System, 6 Per Box","CC-27 Jetable Clear Cornéen Couteau, Double Bevel, 2.75 Mm, Angulé, Safety Système, 6 Par Boîte","For clear cornea incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.ccd-27-clear_corneal_knife,sl-27-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,7-063d-disposable_nagahara_phaco_chopper_rhd,5-032d-disposable_sinskey_hook,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour cornée claire incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.ccd-27-clear_corneal_knife,sl-27-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,7-063d-disposable_nagahara_phaco_chopper_rhd,5-032d-disposable_sinskey_hook,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CC-26 Disposable Clear Corneal Knife, Double Bevel, 2.65 Mm, Angled, Safety System, 6 Per Box","CC-26 Jetable Clear Cornéen Couteau, Double Bevel, 2.65 Mm, Angulé, Safety Système, 6 Par Boîte","For clear cornea incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.ccd-26-clear_corneal_knife,sl-26-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,4-0551d-disposable_bonn_catalano_corneal_forceps,11-052d-disposable_vannas_capsulotomy_scissors,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour cornée claire incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.ccd-26-clear_corneal_knife,sl-26-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,4-0551d-disposable_bonn_catalano_corneal_forceps,11-052d-disposable_vannas_capsulotomy_scissors,18-304-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CC-24 Disposable Clear Corneal Knife, Double Bevel, 2.40 Mm, Angled, Safety System, 6 Per Box","CC-24 Jetable Clear Cornéen Couteau, Double Bevel, 2.40 Mm, Angulé, Safety Système, 6 Par Boîte","For clear cornea incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.ccd-24-clear_corneal_knife,sl-24-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,11-040d-disposable_westcott_curved_tenotomy_scissors,7-065d-disposable_rosen_phaco_chopper,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365.","Pour cornée claire incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.ccd-24-clear_corneal_knife,sl-24-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,11-040d-disposable_westcott_curved_tenotomy_scissors,7-065d-disposable_rosen_phaco_chopper,18-303-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365."
Rumex International,NO_SKU,"CC-22 Disposable Clear Corneal Knife, Double Bevel, 2.20 Mm, Angled, Safety System, 6 Per Box","CC-22 Jetable Clear Cornéen Couteau, Double Bevel, 2.20 Mm, Angulé, Safety Système, 6 Par Boîte","For clear cornea incisions; SterileNote: disposable/sterile merchandise is not subject to return, exchange or refund.ccd-22-clear_corneal_knife,sl-22-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,7-063d-disposable_nagahara_phaco_chopper_rhd,5-032d-disposable_sinskey_hook,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271.","Pour cornée claire incisions; SterileNote: jetable/stérile merchandise is not subject to return, exchange ou refund.ccd-22-clear_corneal_knife,sl-22-slit_knife_with_safety_lid,sp-15-side_port_knife_with_safety_lid,7-063d-disposable_nagahara_phaco_chopper_rhd,5-032d-disposable_sinskey_hook,18-302-plastic_sterilizing_trayhttps://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_BestSelling.pdf?v=1612359960,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/best_selling18.png?v=1612360270;https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.pdf?v=1663166368,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/RUMEX_Disposable_Knives_ENG.png?v=1663166365;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271."
Rumex International,NO_SKU,"CAT-24 Disposable Cartridge for IOL Injector, 2.40 Mm Incision, 20 Per Box","CAT-24 Jetable Cartridge pour IOL Injecteur, 2.40 Mm Incision, 20 Par Boîte","Disposable cartridge CAT-24 is used during IOL implantation through a 2.4 mm incision. To be used with RUMEX Reusable IOL Injector 16-2853. Compatible with acrylic single-piece IOLs.20 per boxNote: disposable/sterile merchandise is not subject to return, exchange or refund.Not available in the USA, EUcat-22_disposable_cartridge_for_iol_injector,16-2853_injector_for_acrylic_iols,cc-24-clear_corneal_knife,21-r2030-rycroft_anterior_chamber_cannula,4-0396-capsulorhexis-forceps-with-scale-cross-action,5-0331-lester_lens_manipulatorhttps://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf?v=1643297274,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_New_Instruments_ENG.jpg?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_IOLs.pdf?v=1612359963,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_IOLs.png?v=1612360270;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/IOL_implantation_ENG.pdf?v=1612359959,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/IOL_implantation_ENG.png?v=1612360272;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271.","Jetable cartridge CAT-24 is used during IOL implantation through un 2.4 mm incision. To be used avec RUMEX réutilisable IOL injecteur 16-2853. compatible avec acrylic simple-piece IOLs.20 per boxNote: jetable/stérile merchandise is not subject to return, exchange ou refund.Not available in le USA, EUcat-22_disposable_cartridge_for_iol_injector,16-2853_injector_for_acrylic_iols,cc-24-clear_corneal_knife,21-r2030-rycroft_anterior_chamber_cannula,4-0396-capsulorhexis-pince-avec-scale-cross-action,5-0331-lester_lens_manipulatorhttps://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf?v=1643297274,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_New_Instruments_ENG.jpg?v=1612360271;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_IOLs.pdf?v=1612359963,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/RUMEX_IOLs.png?v=1612360270;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/IOL_implantation_ENG.pdf?v=1612359959,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/IOL_implantation_ENG.png?v=1612360272;https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf?v=1619189383,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/single_use_products.18.png?v=1612360271."
