referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
3020-P-2022,keeler,surgery-instruments,Cámara de Lámpara de Hendidura Numérique Ready Con Software de Imagen Kapture,Cámara of Lámpara of Hendidura Digital Ready Con Software of Imagen Kapture,Lleve su lámpara de hendidura a la era digitalCámara de 3 megapíxeles y software Kapture convierta su lámpara de hendidura numérique ready en una lámpara de hendidura numérique totalmente funcional.Características:USB 3.0.Resolución 2048 x 1536.Velocidad de fotogramas de hasta 57 FPS. Ayudando a nuestros clientes a poner fin a la pérdida de visión evitable. KeelerClewer Hill,Lleve su lámpara of hendidura a la era digitalCámara of 3 megapíxeles y software Kapture convierta su lámpara of hendidura digital ready en una lámpara of hendidura digital totalmente funcional.Características:USB 3.0.Resolución 2048 x 1536.Velocidad of fotogramas of hasta 57 FPS. Ayudando a nuestros clientes a poner fin a la pérdida of visión evitable. KeelerClewer Hill,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3020-P-2022-6-jpg.webp,active,false
3020-P-2030 / 3020-P-2031,keeler,ophthalmology-surgical,Ksl-Z3 Numérique Ready Lampe à Fente,Ksl-Z3 Digital Ready Slit Lamp,Numérique ready 3-step drum table/unité module avec exceptional opticsA desktop lampe à fente needs to be reliable et robust. That’s why we’ve created our Z-style lampe à fente,Digital ready 3-step drum table/unit module with exceptional opticsA desktop slit lamp needs to be reliable and robust. That’s why we’ve created our Z-style slit lamp,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/KSL-Z-jpg.webp,active,false
3020-P-2038 / 3020-P-2040,keeler,ophthalmology-surgical,Ksl-Z5 Numérique Ready Lampe à Fente,Ksl-Z5 Digital Ready Slit Lamp,Numérique ready 5-step drum table/unité module avec exceptional opticsA desktop lampe à fente needs to be reliable et robust. That’s why we’ve created our H-style lampe à fente,Digital ready 5-step drum table/unit module with exceptional opticsA desktop slit lamp needs to be reliable and robust. That’s why we’ve created our H-style slit lamp,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/KSL-Z-jpg.webp,active,false
3020-P-2042 / 3020-P-2043,keeler,ophthalmology-surgical,Ksl-Z3 Traditional Lampe à Fente,Ksl-Z3 Traditional Slit Lamp,Exceptional optics avec a 3-step drum table/unité moduleA desktop lampe à fente needs to be reliable et robust. That’s why we’ve created our Z-style lampe à fente,Exceptional optics with a 3-step drum table/unit moduleA desktop slit lamp needs to be reliable and robust. That’s why we’ve created our Z-style slit lamp,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/KSL-Z-jpg.webp,active,false
3020-P-2045 / 3020-P-2046,keeler,surgery-instruments,Lampara de Hendidura Numérique Ksl-Z3,Lampara of Hendidura Digital Ksl-Z3,Módulo numérique de mesa o de unidad con tambor de 3 pasos y con una óptica excepcionalUna lámpara de hendidura de escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama de lámparas de hendidura estilo,Módulo digital of mesa o of unidad con tambor of 3 pasos y con una óptica excepcionalUna lámpara of hendidura of escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama of lámparas of hendidura estilo,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/KSL-Z-jpg.webp,active,false
3020-P-2051 / 3020-P-2052,keeler,ophthalmology-surgical,Ksl-Z5 Traditional Lampe à Fente,Ksl-Z5 Traditional Slit Lamp,Exceptional optics avec a 5-step drum table/unité moduleA desktop lampe à fente needs to be reliable et robust. That’s why we’ve created our Z-style lampe à fente,Exceptional optics with a 5-step drum table/unit moduleA desktop slit lamp needs to be reliable and robust. That’s why we’ve created our Z-style slit lamp,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/KSL-Z-jpg.webp,active,false
3020-P-2054 / 3020-P-2055,keeler,surgery-instruments,Lampara de Hendidura Numérique Ksl-Z5,Lampara of Hendidura Digital Ksl-Z5,Módulo numérique de mesa o de unidad con tambor de 5 pasos y con una óptica excepcionalUna lámpara de hendidura de escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama de lámparas de hendidura estilo,Módulo digital of mesa o of unidad con tambor of 5 pasos y con una óptica excepcionalUna lámpara of hendidura of escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama of lámparas of hendidura estilo,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/KSL-Z-jpg.webp,active,false
3020-P-2090 / 3020-P-2091,keeler,surgery-instruments,Lámpara de Hendidura Tradicional Ksl-H3,Lámpara of Hendidura Tradicional Ksl-H3,Módulo de mesa o de unidad con tambor de 3 pasos y con una óptica excepcional tipo iluminación de torreUna lámpara de hendidura de escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama de lámparas de hendidura estilo,Módulo of mesa o of unidad con tambor of 3 pasos y con una óptica excepcional tipo iluminación of torreUna lámpara of hendidura of escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama of lámparas of hendidura estilo,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3020-P-2090-3020-P-2091-6-jpg.webp,active,false
3020-P-2094 / 3020-P-2093,keeler,surgery-instruments,Lampara de Hendidura Numérique Ksl-H3,Lampara of Hendidura Digital Ksl-H3,Módulo numérique de mesa o de unidad con tambor de 3 pasos y con una óptica excepcionalUna lámpara de hendidura de escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama de lámparas de hendidura estilo,Módulo digital of mesa o of unidad con tambor of 3 pasos y con una óptica excepcionalUna lámpara of hendidura of escritorio debe ser fiable y resistente. Es por eso que hemos creado nuestra gama of lámparas of hendidura estilo,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/img-ksl-h3-traditional_with_verticle_handles-0921-1-jpg.webp,active,false
3020-P-2096 / 3020-P-2097,keeler,ophthalmology-surgical,Ksl-H3 Numérique Ready Lampe à Fente,Ksl-H3 Digital Ready Slit Lamp,Numérique ready 3-step drum table/unité module avec exceptional opticsA desktop lampe à fente needs to be reliable et robust. That’s why we’ve created our H-style lampe à fente,Digital ready 3-step drum table/unit module with exceptional opticsA desktop slit lamp needs to be reliable and robust. That’s why we’ve created our H-style slit lamp,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/img-ksl-h5-digital_ready_with_verticle_handles-0921-jpg.webp,active,false
3020-P-7145,keeler,ophthalmology-surgical,Keeler Konnect Software pour Slit Lamps,Keeler Konnect Software for Slit Lamps,Manage your patient database avec easeKeeler Konnect software is a simple imaging solution that provides le tools you need to easily enhance eye examinations. Designed pour both new software users et those who are more,Manage your patient database with easeKeeler Konnect software is a simple imaging solution that provides the tools you need to easily enhance eye examinations. Designed for both new software users and those who are more,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3020-P-7145-6-jpg.webp,active,false
3412-P-5354,keeler,surgery-instruments,Spectra Iris/k-led Mallette de Transport,Spectra Iris/k-led Carry Case,Transport your indirect in styleA little,Transport your indirect in styleA little,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3412-P-5354-6-scaled.webp,active,false
3412-P-7000,keeler,surgery-instruments,Indirect Mallette de Transport,Indirect Carry Case,Transport your indirect in styleNew slim professionnel mallette de transport. Choose to transport your instrument using wheels ou carry it on your shoulder.,Transport your indirect in styleNew slim professional carrying case. Choose to transport your instrument using wheels or carry it on your shoulder.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3412-P-7000-6-jpg.webp,active,false
3414-P-5243,keeler,ophthalmology-surgical,Ophtalmoscope + Retinoscope Hard Case,Ophthalmoscope + Retinoscope Hard Case,Ophthalmic hard case (avec two slimline handles)remplacement case pour Keeler Specialist ophtalmoscope / Retinoscope ou professionnel ophtalmoscope / Retinoscope sets.Designed to hold:2 x Lithium slimline handles.1 x Retinoscope head1 x Specialist ou professionnel ophtalmoscope headSpare bulbs.,Ophthalmic hard case (with two slimline handles)Replacement case for Keeler Specialist Ophthalmoscope / Retinoscope or Professional Ophthalmoscope / Retinoscope sets.Designed to hold:2 x Lithium slimline handles.1 x Retinoscope head1 x Specialist or Professional Ophthalmoscope headSpare bulbs.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/3414-P-5243-6-jpg.webp,active,false
AX11286,keeler,surgery-instruments,Accutip Tonomètre Covers – Sleeveless – Bulk Boîte de 600,Accutip Tonometer Covers – Sleeveless – Bulk Box of 600,Everyday essentials pour your handheld tonometerKeeler AccuTip tonomètre covers are pour use avec le Keeler AccuPen handheld tonomètre et le Reichert,Everyday essentials for your handheld tonometerKeeler AccuTip tonometer covers are for use with the Keeler AccuPen handheld tonometer and the Reichert,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/AX11286-6-jpg.webp,active,false
AX11526,keeler,surgery-instruments,Accutip Tonomètre Covers – Sleeved – Bulk Boîte de 100,Accutip Tonometer Covers – Sleeved – Bulk Box of 100,Everyday essentials pour your handheld tonometerKeeler AccuTip tonomètre covers are pour use avec le Keeler AccuPen handheld tonomètre et le Reichert,Everyday essentials for your handheld tonometerKeeler AccuTip tonometer covers are for use with the Keeler AccuPen handheld tonometer and the Reichert,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/AX11526-6-jpg.webp,active,false
AX11932,keeler,surgery-instruments,Accutip Tonomètre Covers – Sleeved – 300 Individually Wrapped,Accutip Tonometer Covers – Sleeved – 300 Individually Wrapped,Everyday essentials pour your handheld tonometerKeeler AccuTip tonomètre covers are pour use avec le Keeler AccuPen handheld tonomètre et le Reichert,Everyday essentials for your handheld tonometerKeeler AccuTip tonometer covers are for use with the Keeler AccuPen handheld tonometer and the Reichert,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/AX11932-6-jpg.webp,active,false
AX14350,keeler,surgery-instruments,Press-on Prisms,Press-on Prisms,Add to your tonomètre prisms,Add to your tonometer prisms,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/AX14350-jpg.webp,active,false
AX9950,keeler,surgery-instruments,Accutip Tonomètre Covers – Sleeved – 100 Individually Wrapped,Accutip Tonometer Covers – Sleeved – 100 Individually Wrapped,Everyday essentials pour your handheld tonometerKeeler AccuTip tonomètre covers are pour use avec le Keeler AccuPen handheld tonomètre et le Reichert,Everyday essentials for your handheld tonometerKeeler AccuTip tonometer covers are for use with the Keeler AccuPen handheld tonometer and the Reichert,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/AX9950-6-jpg.webp,active,false
AX9951,keeler,surgery-instruments,Accutip Tonomètre Covers – Sleeveless – Bulk Boîte de 900,Accutip Tonometer Covers – Sleeveless – Bulk Box of 900,Everyday essentials pour your handheld tonometerKeeler AccuTip tonomètre covers are pour use avec le Keeler AccuPen handheld tonomètre et le Reichert,Everyday essentials for your handheld tonometerKeeler AccuTip tonometer covers are for use with the Keeler AccuPen handheld tonometer and the Reichert,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/AX9951-6-jpg.webp,active,false
EP29-32777/H,keeler,surgery-instruments,Alimentation Câble pour Keeler Instruments,Power Cable for Keeler Instruments,Keep your Keeler products charged avec easeThis alimentation électrique is compatible avec many de le Keeler devices to ensure your equipment stays active throughout your examinations.Features:110V to 240V 50 / 60Hz worldwide input alimentation.12V 2.5A outputType FW7362M/12.3 pin female fly lead connection.,Keep your Keeler products charged with easeThis power supply is compatible with many of the Keeler devices to ensure your equipment stays active throughout your examinations.Features:110V to 240V 50 / 60Hz worldwide input power.12V 2.5A outputType FW7362M/12.3 pin female fly lead connection.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/EP29-32777-H-6-jpg.webp,active,false
EP39-18918,keeler,surgery-instruments,3.6V Batterie Au Lithium,3.6V Lithium Battery,Batterie remplacement pour Keeler Lithium handlesThis bloc-batterie is perfect pour replacing Lithium handles.NB: Please do not peel off le outer casing.,Battery replacement for Keeler Lithium handlesThis battery pack is perfect for replacing Lithium handles.NB: Please do not peel off the outer casing.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/EP39-18918-6-jpg.webp,active,false
Fibre Optic Otoscope head only,keeler,surgery-instruments,Fibre Optique Otoscope Tête Only,Fibre Optic Otoscope Head Only,Ideal pour ENT professionals et specialists.the Keeler fibre optique otoscope is a premium product used by ENT professionals et specialists. This product is only le tête de le,Ideal for ENT professionals and specialists.The Keeler Fibre optic otoscope is a premium product used by ENT professionals and specialists. This product is only the head of the,,,,https://www.keelerglobal.com/wp-content/uploads/2024/09/1514-P-1064-otoscope-e1727174315469.png,active,false
Fibre optic otoscope,keeler,surgery-instruments,Fibre Optique Otoscope,Fibre Optic Otoscope,Ideal pour ENT professionals et specialists.the Keeler fibre optique otoscope is a premium product used by ENT professionals et specialists. le halogen illumination is transmitted via fibre optics pour homogenous,Ideal for ENT professionals and specialists.The Keeler Fibre optic otoscope is a premium product used by ENT professionals and specialists. The halogen illumination is transmitted via fibre optics for homogenous,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Fibre-Optic-Otoscope-12-jpg.webp,active,false
Hi-res loupes 3x magnification,keeler,surgery-instruments,Lupas de Alta Resolución de 3 Aumentos,Lupas of Alta Resolución of 3 Aumentos,Aumento mejorado para cuando se necesita a campo de visión mayorLas lupas Keeler Galilean ofrecen aumentos de hasta 3x en hasta 4 distancias de trabajo diferentes. Estas lupas son ideales para trabajos odontológicos y quirúrgicos en general cuando se requiere a mayor aumento y a gran campo de visión. Las lupas Keeler están alineadas con lá,Aumento mejorado para cuando se necesita a campo of visión mayorLas lupas Keeler Galilean ofrecen aumentos of hasta 3x en hasta 4 distancias of trabajo diferentes. Estas lupas son ideales para trabajos odontológicos y quirúrgicos en general cuando se requiere a mayor aumento y a gran campo of visión. Las lupas Keeler están alineadas con lá,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/IMG-3.0x-SuperVu-SL-HiRes-Galilean-Loupes-50cm-0218.jpg,active,false
Keeler loupe sports frame standard,keeler,surgery-instruments,Montura Deportiva Keeler (estándar),Montura Deportiva Keeler (estándar),Monturas de lupa modernas y cómodas en distintos coloresLa extraordinaria montura deportiva Keeler está disponible en varios colores brillantes y se adapta a todas las graduaciones. Todas las lupas quirúrgicas y dentales (Keeler) están disponibles en monturas nuevas.Características:La popular montura deportiva ligera de Keeler con pantalla protectora.Ultraportátil.Incluye 2 piezas nasales ajustables para mayor comodidad.Totalmente personalizadas: elija el color de las monturas que prefiera Ayudando a nuestros clientes a poner fin a la pérdida de visión evitable. KeelerClewer Hill,Monturas of lupa modernas y cómodas en distintos coloresLa extraordinaria montura deportiva Keeler está disponible en varios colores brillantes y se adapta a todas las graduaciones. Todas las lupas quirúrgicas y dentales (Keeler) están disponibles en monturas nuevas.Características:La popular montura deportiva ligera of Keeler con pantalla protectora.Ultraportátil.Incluye 2 piezas nasales ajustables para mayor comodidad.Totalmente personalizadas: elija el color of las monturas que prefiera Ayudando a nuestros clientes a poner fin a la pérdida of visión evitable. KeelerClewer Hill,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Keeler-loupe-sports-frame-long-9.webp,active,false
Mini loupes 2.5x magnification,keeler,surgery-instruments,Minilupas de 2.5 Aumentos,Minilupas of 2.5 Aumentos,Ultraligeras y có,Ultraligeras y có,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/miniloupes.png,active,false
Practitioner Ophthalmoscope,keeler,ophthalmology-diagnostic,Practitioner Ophtalmoscope,Practitioner Ophthalmoscope,Le industry leader pour ward et GP useThe Practitioner ophtalmoscope is ideal pour le primary care specialist avec a high cristallin et filtre range. Improved diagnostic capabilities are availble avec this product due to le greater number de beams et filters. le product also has a additional blue filtre that allows assessment de cornéen scratches.Features:6 AperturesIncreased cristallin rangeRed free filtre pour enhanced vessel examinationWide angle pour le best possible diagnosisAvailable avec a 2.8V ou 3.6V ampoule ou LED Illumination2.8V models accept AA Batteries. 3.6V models accept rechargeable 3.6V batterie au,The industry leader for ward and GP useThe Practitioner ophthalmoscope is ideal for the primary care specialist with a high lens and filter range. Improved diagnostic capabilities are availble with this product due to the greater number of beams and filters. The product also has an additional blue filter that allows assessment of corneal scratches.Features:6 AperturesIncreased lens rangeRed free filter for enhanced vessel examinationWide angle for the best possible diagnosisAvailable with a 2.8V or 3.6V Bulb or LED Illumination2.8V models accept AA Batteries. 3.6V models accept rechargeable 3.6V Lithium,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/practitioner_ophthalmoscope-1-jpg.webp,active,false
Practitioner Ophthalmoscope head only,keeler,ophthalmology-diagnostic,Practitioner Ophtalmoscope Tête Only,Practitioner Ophthalmoscope Head Only,Le industry leading companion pour ward et GP useThe Practitioner ophtalmoscope is ideal pour le primary care specialist avec a high cristallin et filtre range. Improved diagnostic capabilities are availble avec this product due to le greater number de beams et filters. le product also has a additional blue filtre that allows assessment de cornéen scratches.Features:6 AperturesIncreased cristallin rangeRed free filtre pour enhanced vessel examinationWide angle pour le best possible diagnosisAvailable avec a 2.8V ou 3.6V ampoule ou LED Illumination2.8V models accept AA Batteries. 3.6V models accept rechargeable 3.6V batterie au,The industry leading companion for ward and GP useThe Practitioner ophthalmoscope is ideal for the primary care specialist with a high lens and filter range. Improved diagnostic capabilities are availble with this product due to the greater number of beams and filters. The product also has an additional blue filter that allows assessment of corneal scratches.Features:6 AperturesIncreased lens rangeRed free filter for enhanced vessel examinationWide angle for the best possible diagnosisAvailable with a 2.8V or 3.6V Bulb or LED Illumination2.8V models accept AA Batteries. 3.6V models accept rechargeable 3.6V Lithium,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Practitioner-Ophthalmoscope-Head-Only-web-e1761220096261.png,active,false
Practitioner Otoscope,keeler,surgery-instruments,Practitioner Otoscope,Practitioner Otoscope,Le industry leader pour ward et GP useThe Keeler Practitioner otoscope is a haute qualité product et is le popular choice pour hospitals et Gen Med.Features:Open tête système ideally suited pour easy introduction de small instruments pour wax ou foreign body removal.Large slide aside 2.5x cristallin pour clear view de aural structures et procedures under grossissement.Facility to undertake pneumatic testing pour tympanic mobility.Can be used avec either permanent ou jetable specula.,The industry leader for ward and GP useThe Keeler Practitioner otoscope is a high quality product and is the popular choice for hospitals and Gen Med.Features:Open head system ideally suited for easy introduction of small instruments for wax or foreign body removal.Large slide aside 2.5x lens for clear view of aural structures and procedures under magnification.Facility to undertake pneumatic testing for tympanic mobility.Can be used with either permanent or disposable specula.,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Practitioner-Otoscope-6-jpg.webp,active,false
Practitioner Otoscope head only,keeler,surgery-instruments,Practitioner Otoscope Tête Only,Practitioner Otoscope Head Only,Le industry leader pour ward et GP useThe Keeler practitioner otoscope has its signature open tête design which allows pour easy introduction de small instruments pour wax ou foreign body removal. This product is only le tête de le,The industry leader for ward and GP useThe Keeler practitioner otoscope has its signature open head design which allows for easy introduction of small instruments for wax or foreign body removal. This product is only the head of the,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/practioner-otocope-head.png,active,false
Prismatic loupes 3.5x magnification,keeler,surgery-instruments,Lupas Prismatic de 3.5 Aumentos,Lupas Prismatic of 3.5 Aumentos,Mayor aumento para procedimientos quirúrgicos avanzadosSi no puede,Mayor aumento para procedimientos quirúrgicos avanzadosSi no puede,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/prismatic.png,active,false
Prismatic loupes 4.5x magnification,keeler,surgery-instruments,Lupas Prismatic de 4.5 Aumentos,Lupas Prismatic of 4.5 Aumentos,Aumento mejorado para procedimientos avanzadosSi no puede,Aumento mejorado para procedimientos avanzadosSi no puede,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/prismatic.png,active,false
Prismatic loupes 5.5x magnification,keeler,surgery-instruments,Lupas Prismatic de 5.5 Aumentos,Lupas Prismatic of 5.5 Aumentos,Nuestro máximo aumento para procedimientos avanzadosSi no puede,Nuestro máximo aumento para procedimientos avanzadosSi no puede,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/prismatic.png,active,false
Professional Ophthalmoscope,keeler,surgery-instruments,Professionnel Ophtalmoscope,Professional Ophthalmoscope,Le must-have companion pour eye care specialistsThe Keeler professionnel ophtalmoscope is le perfect dispositif to make your initial assessment quickly et accurately. Ergonomically designed pour easy one-handed,The must-have companion for eye care specialistsThe Keeler Professional ophthalmoscope is the perfect device to make your initial assessment quickly and accurately. Ergonomically designed for easy one-handed,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Professional-Ophthalmoscope-6-jpg.webp,active,false
Professional Ophthalmoscope and Spot Retinoscope set,keeler,ophthalmology-diagnostic,Professionnel Ophtalmoscope et Spot Retinoscope Ensemble,Professional Ophthalmoscope and Spot Retinoscope Set,Le best ensemble pour ophthalmic professionalsThe professionnel ophtalmoscope et professionnel streak retinoscope are a staple pour any ophthalmic specialist. This ensemble provides a quality retinoscope et ophtalmoscope pour le ophthalmic professionnel on-the-go ou in clinic.a Testament to decades de success et,The best set for ophthalmic professionalsThe Professional ophthalmoscope and Professional streak retinoscope are a staple for any ophthalmic specialist. This set provides a quality retinoscope and ophthalmoscope for the ophthalmic professional on-the-go or in clinic.A Testament to decades of success and,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Professional-Ophthalmoscope-and-Spot-Retinoscope-Set-12-jpg.webp,active,false
Professional Ophthalmoscope and Streak Retinoscope set,keeler,ophthalmology-diagnostic,Professionnel Ophtalmoscope et Streak Retinoscope Ensemble,Professional Ophthalmoscope and Streak Retinoscope Set,Le best ensemble pour ophthalmic professionalsThe professionnel ophtalmoscope et professionnel streak retinoscope are a staple pour any ophthalmic specialist. This ensemble provides a quality retinoscope et ophtalmoscope pour le ophthalmic professionnel on-the-go ou in clinic.a Testament to decades de success et,The best set for ophthalmic professionalsThe Professional ophthalmoscope and Professional streak retinoscope are a staple for any ophthalmic specialist. This set provides a quality retinoscope and ophthalmoscope for the ophthalmic professional on-the-go or in clinic.A Testament to decades of success and,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Professional-Ophthalmoscope-and-Spot-Retinoscope-Set-13-jpg.webp,active,false
Professional Ophthalmoscope head only,keeler,surgery-instruments,Professionnel Ophtalmoscope Tête Only,Professional Ophthalmoscope Head Only,Le must-have companion pour eye care specialistsAlways at,The must-have companion for eye care specialistsAlways at,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Professional-Ophthalmoscope-Head-Only-6-jpg.webp,active,false
Professional Spot Retinoscope,keeler,ophthalmology-surgical,Professionnel Spot Retinoscope,Professional Spot Retinoscope,Un trusted et useful tool pour any eye care professionalBuilt to be durable et,A trusted and useful tool for any eye care professionalBuilt to be durable and,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Professional-Spot-Retinoscope-6-jpg.webp,active,false
Professional Spot Retinoscope head only,keeler,ophthalmology-surgical,Professionnel Spot Retinoscope Tête Only,Professional Spot Retinoscope Head Only,Un trusted et useful tool pour any eye care professionalBuilt to be durable et,A trusted and useful tool for any eye care professionalBuilt to be durable and,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Professional-Spot-Retinoscope-Head-Only-6-jpg.webp,active,false
Professional Streak Retinoscope,keeler,ophthalmology-surgical,Professionnel Streak Retinoscope,Professional Streak Retinoscope,Built to be durable et long lastingThe professionnel streak retinoscope is a trusted et useful tool pour any eye care professionnel et busy clinic. Its slimline manche makes it easy et comfortable to,Built to be durable and long lastingThe Professional streak retinoscope is a trusted and useful tool for any eye care professional and busy clinic. Its slimline handle makes it easy and comfortable to,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Professional-Streak-Retinoscope-6-jpg.webp,active,false
Professional Streak Retinoscope head only,keeler,ophthalmology-surgical,Professionnel Streak Retinoscope Tête Only,Professional Streak Retinoscope Head Only,Built to be durable et long lastingThe professionnel streak retinoscope is a trusted et useful tool pour any eye care professionnel et busy clinic. Its slimline manche makes it easy et comfortable to,Built to be durable and long lastingThe Professional streak retinoscope is a trusted and useful tool for any eye care professional and busy clinic. Its slimline handle makes it easy and comfortable to,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Professional-Streak-Retinoscope-Head-Only-6-jpg.webp,active,false
Specialist Ophthalmoscope,keeler,surgery-instruments,Specialist Ophtalmoscope,Specialist Ophthalmoscope,Our highest-end ophtalmoscope yetKeeping eye care specialist needs at le forefront de le,Our highest-end ophthalmoscope yetKeeping eye care specialist needs at the forefront of the,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Specialist-Ophthalmoscope-6-scaled.webp,active,false
Specialist Ophthalmoscope and Spot Retinoscope set,keeler,ophthalmology-diagnostic,Specialist Ophtalmoscope et Spot Retinoscope Ensemble,Specialist Ophthalmoscope and Spot Retinoscope Set,Le best ensemble pour ophthalmic specialistsThe Specialist ophtalmoscope et professionnel spot retinoscope are a staple pour any ophthalmic specialist. This ensemble provides a quality retinoscope et ophtalmoscope pour le ophthalmic professionnel on-the-go ou in clinic.a Testament to decades de success et,The best set for ophthalmic specialistsThe Specialist ophthalmoscope and Professional spot retinoscope are a staple for any ophthalmic specialist. This set provides a quality retinoscope and ophthalmoscope for the ophthalmic professional on-the-go or in clinic.A Testament to decades of success and,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Specialist-Ophthalmoscope-and-Spot-Retinoscope-Set-6-jpg.webp,active,false
Specialist Ophthalmoscope and Streak Retinoscope set,keeler,ophthalmology-diagnostic,Specialist Ophtalmoscope et Streak Retinoscope Ensemble,Specialist Ophthalmoscope and Streak Retinoscope Set,Le best ensemble pour ophthalmic specialistsThe Specialist ophtalmoscope et professionnel streak retinoscope are a staple pour any ophthalmic specialist. This ensemble provides a quality retinoscope et ophtalmoscope pour le ophthalmic professionnel on-the-go ou in clinic.a Testament to decades de success et,The best set for ophthalmic specialistsThe Specialist ophthalmoscope and Professional streak retinoscope are a staple for any ophthalmic specialist. This set provides a quality retinoscope and ophthalmoscope for the ophthalmic professional on-the-go or in clinic.A Testament to decades of success and,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Specialist-Ophthalmoscope-and-Streak-Retinoscope-Set-6-jpg.webp,active,false
Specialist Ophthalmoscope head only,keeler,surgery-instruments,Specialist Ophtalmoscope Tête Only,Specialist Ophthalmoscope Head Only,Le Best Choice pour Ophthalmic specialistsThe Specialist ophtalmoscope is made to be our highest-end ophtalmoscope,The Best Choice for Ophthalmic specialistsThe Specialist ophthalmoscope is made to be our highest-end ophthalmoscope,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/Specialist-head-only.png,active,false
Spectra Iris on Keeler Frame 1205,keeler,surgery-instruments,Spectra Iris Ophtalmoscope Indirect Binoculaire,Spectra Iris Binocular Indirect Ophthalmoscope,Ultra-portable avec exceptional opticsThe Spectra iris is a,Ultra-portable with exceptional opticsThe Spectra Iris is a,,,,https://www.keelerglobal.com/wp-content/uploads/2024/02/1205-P-2010-8-jpg.webp,active,false
