referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
ICE-1,nidek,surgery-instruments,Intelligent Blocker Ice-1,Intelligent Blocker Ice-1,Tonometers & Pressure Measurement.,Tonometers & Pressure Measurement.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/61c28d7270812.jpg | chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.nidek-intl.com/wp-content/uploads/2024/05/ICE-1.pdf | https://www.nidek.fr/wp-content/uploads/2021/08/brochure_ICE1.pdf,active,false
ICE-1500,nidek,surgery-instruments,Intelligent Blocker Ice-1500,Intelligent Blocker Ice-1500,Cristallin Processing Equipment.,Lens Processing Equipment.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/61936a1fd94a1.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/ICE-1500.pdf | https://www.nidek.fr/wp-content/uploads/2021/05/ICE-1500_right-scaled.jpg | https://www.nidek.fr/wp-content/uploads/2021/08/brochure_ICE-1500.pdf,active,false
LM-1800P,nidek,surgery-instruments,Frontofocometre,Frontofocometre,Frontofocometers & Lensometry.,Frontofocometers & Lensometry.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/04/6189f683989d7.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/04/LM-1800PD_1800P.pdf,active,false
LM-1800PD,nidek,surgery-instruments,Frontofocometre,Frontofocometre,Frontofocometers & Lensometry.,Frontofocometers & Lensometry.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/04/6189f683989d7.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/04/LM-1800PD_1800P.pdf,active,false
LM-7,nidek,surgery-instruments,Frontofocometre,Frontofocometre,Frontofocometers & Lensometry.,Frontofocometers & Lensometry.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/03/6254f98381b94-1.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/04/LM-7P_7.pdf,active,false
LM-7P,nidek,surgery-instruments,Frontofocometre,Frontofocometre,Frontofocometers & Lensometry.,Frontofocometers & Lensometry.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/03/6254f98381b94-1.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/04/LM-7P_7.pdf,active,false
MIRANTE,nidek,ophthalmology-surgical,Ophtalmoscope Laser un Balayage(mirante),Ophtalmoscope Laser A Balayage(mirante),Medical Devices.,Medical Devices.,,,,https://usa.nidek.com/wp-content/uploads/2024/05/NIDEK-Scanning-Laser-Ophthalmoscope-Mirante.png | chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.nidek.fr/wp-content/uploads/2022/03/Brochure_MIRANTE_2022.pdf,active,false
MP-3,nidek,surgery-instruments,Microperimetre Analyseur,Microperimetre Analyseur,Diagnostic Equipment.,Diagnostic Equipment.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/63cdd4989b33a.jpg | chrome-extension://efaidnbmnnnibpcajpcglclefindmkaj/https://www.nidek-intl.com/wp-content/uploads/2024/05/MP-3.pdf,active,false
OPD-Scan,nidek,ophthalmology-diagnostic,Refractive Alimentation/cornéen Analyzer Opd-scan Lll,Refractive Power/corneal Analyzer Opd-scan Lll,Autorefractors & Keratometers.,Autorefractors & Keratometers.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/5e4cd815e7a17.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/OPD-Scan-III.pdf,active,false
OT-2200,nidek,ophthalmology-diagnostic,Unite de Consultation Avec Fauteuil D'examen,Unite of Consultation With Fauteuil D'examen,Refractor Units & Consultation.,Refractor Units & Consultation.,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSYG6CU1vBzXTzvgUgJpxWK-BglLG8ELhLDgg&s | https://www.nidek.fr/wp-content/uploads/2023/04/Catalogue-unite-de-consultation-2022-2023.pdf,active,false
OT-4200,nidek,ophthalmology-diagnostic,Unite de Consultation Avec Fauteuil D'examen,Unite of Consultation With Fauteuil D'examen,Refractor Units & Consultation.,Refractor Units & Consultation.,,,,https://www.nidek.fr/wp-content/uploads/2021/02/61-OT4200-Bleu-10.jpg | https://www.nidek.fr/wp-content/uploads/2021/08/brochure_OT4200.pdf,active,false
OT-6400,nidek,ophthalmology-diagnostic,Unite de Consultation Avec Fauteuil D'examen,Unite of Consultation With Fauteuil D'examen,Refractor Units & Consultation.,Refractor Units & Consultation.,,,,https://www.nidek.fr/wp-content/uploads/2021/02/61-OT6004-Gris-11.jpg | https://www.nidek.fr/wp-content/uploads/2021/08/brochure_OT_6400_2021_BD.pdf,active,false
PM-700,nidek,surgery-instruments,Pupillometre,Pupillometre,Diagnostic Equipment.,Diagnostic Equipment.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/03/571de5725ef57.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/03/PM-700.pdf,active,false
RS-330,nidek,ophthalmology-surgical,Oct-Retinographe,Oct-Retinographe,OCT & Fundus Imaging Systems.,OCT & Fundus Imaging Systems.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/6225558bb0bbc.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/Retina-Scan-Duo-2.pdf,active,false
RT-3100,nidek,ophthalmology-diagnostic,Intelligent Refractor Rt-3100,Intelligent Refractor Rt-3100,Tonometers & Pressure Measurement.,Tonometers & Pressure Measurement.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/04/616395b561a79.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/04/RT-3100.pdf | https://www.nidek.fr/wp-content/uploads/2021/08/brochure_RT3100.pdf,active,false
RT-6100,nidek,ophthalmology-diagnostic,Intelligent Refractor Rt-6100,Intelligent Refractor Rt-6100,Tonometers & Pressure Measurement.,Tonometers & Pressure Measurement.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/04/651de736a9c83.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/04/RT_6100E_12P_1_A3-2.pdf | https://www.nidek.fr/wp-content/uploads/2021/08/brochure_RT6100_TS610.pdf,active,false
SL-1800,nidek,ophthalmology-surgical,Lampe un Fente,Lampe A Fente,Slit Lamps & Microscopy.,Slit Lamps & Microscopy.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/64a21f6d5183a.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/SL-1800.pdf,active,false
SSC-370,nidek,surgery-instruments,Space Saving Chart Ssc-370,Space Saving Chart Ssc-370,Tonometers & Pressure Measurement.,Tonometers & Pressure Measurement.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/04/5e94ea4d155e0.gif | https://www.nidek-intl.com/wp-content/uploads/2024/04/SSC-370.pdf,active,false
US-4000,nidek,surgery-instruments,Biometre Oculaire et Accessoires Associes,Biometre Oculaire and Accessoires Associes,Biometry & Measurement.,Biometry & Measurement.,,,,https://www.nidek-intl.com/wp-content/uploads/2024/05/649d022cd7540.jpg | https://www.nidek-intl.com/wp-content/uploads/2024/05/US_4000_500E_4P_13-1.pdf,active,false
YC-200,nidek,surgery-instruments,Yc-200 (Yag),Yc-200 (Yag),Laser traitement Systems.,Laser Treatment Systems.,,,,https://www.nidek.fr/wp-content/uploads/2020/11/logo_new_nidek.png | https://www.nidek.fr/wp-content/uploads/2021/08/brochure_6p_YC200_NSA_2021.pdf,active,false
"100650, 100666, 100664, 100665, 100667, 146011",otopront,surgery-instruments,SIT 4 ENT Examen Chair,SIT 4 ENT Examination Chair,DESIGN EXCELLENCE: Result de 15+ years continuous development. Clean design combined avec full functionality et ergonomics. KEY INNOVATION: Sloping telescopic column - when chair is,DESIGN EXCELLENCE: Result of 15+ years continuous development. Clean design combined with full functionality and ergonomics. KEY INNOVATION: Sloping telescopic column - when chair is,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRegthEIja5xTUfNwtFnnQwBGN9E_Ux_FQDGg&s,active,false
"220000, 556339",otopront,surgery-instruments,Smart Traitement Unité,Smart Treatment Unit,"DESIGN HERITAGE: Reinterpretation de le iconic 1950 Otopront ""Säule"" (pillar) - le world's first ENT traitement unité.","DESIGN HERITAGE: Reinterpretation of the iconic 1950 Otopront ""Säule"" (pillar) - the world's first ENT treatment unit.",,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx1kTNaUYCcLDfqW6zPKlkuteAfaOcFxyKnQ&s,active,false
"250000, 250060, 250090, 200300, 200301, 556339",otopront,surgery-instruments,Basic Plus Traitement Unité,Basic Plus Treatment Unit, MOST SUCCESSFUL ENT traitement unité: Over, MOST SUCCESSFUL ENT TREATMENT UNIT: Over,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQx1kTNaUYCcLDfqW6zPKlkuteAfaOcFxyKnQ&s,active,false
"325044, 325162, 325163, 325182",otopront,surgery-instruments,Rigid Endoscopes 70 (sinuscopes),Rigid Endoscopes 70 (sinuscopes),TECHNOLOGY & PERFORMANCE: 70 angulé sinuscopes avec newly calculated rod cristallin système. Wide-angle viewing pour comprehensive sinus visualization. AVAILABLE CONFIGURATIONS:  325044: Ø 2.7mm sinuscope variant  325162: Ø 4.0mm × 50mm compact  325163: Ø 4.0mm × 110mm standard  325182: Ø 4.0mm × 175mm extended CLINICAL APPLICATIONS: Comprehensive sinus,TECHNOLOGY & PERFORMANCE: 70 angled sinuscopes with newly calculated rod lens system. Wide-angle viewing for comprehensive sinus visualization. AVAILABLE CONFIGURATIONS:  325044: Ø 2.7mm sinuscope variant  325162: Ø 4.0mm × 50mm compact  325163: Ø 4.0mm × 110mm standard  325182: Ø 4.0mm × 175mm extended CLINICAL APPLICATIONS: Comprehensive sinus,,,,https://www.otopront.de/fileadmin/otopront-resources/images/VierSpalten_320x194/Detail_Endoskope-03.jpg,active,false
"325055, 325059",otopront,surgery-instruments,Fibre Optique Headlight Type Clar,Fibre Optic Headlight Type Clar,TECHNOLOGY & PERFORMANCE: Traditional fibre optique headlight avec concave miroir design. miroir avec viewing slit pour monoculaire vision. réglable lumière field diamètre via aperture control. léger flexible fibre optique câble pour unrestricted movement. OPTICAL DESIGN: Type Clar configuration featuring concave miroir embedded in solid frame avec breakage protection. réglable lumière field diamètre allows customization from spot to flood illumination. CLINICAL APPLICATIONS: ENT,TECHNOLOGY & PERFORMANCE: Traditional fibre optic headlight with concave mirror design. Mirror with viewing slit for monocular vision. Adjustable light field diameter via aperture control. Lightweight flexible fibre optic cable for unrestricted movement. OPTICAL DESIGN: Type Clar configuration featuring concave mirror embedded in solid frame with breakage protection. Adjustable light field diameter allows customization from spot to flood illumination. CLINICAL APPLICATIONS: ENT,,,,https://www.otopront.de/fileadmin/otopront-resources/images/Zubehoer/Otopront_Headlight_325080.jpg,active,false
325080,otopront,surgery-instruments,Fibre Optique Headlight Type Binner,Fibre Optic Headlight Type Binner,TECHNOLOGY & PERFORMANCE: Alternative fibre optique headlight design avec Type Binner optical configuration. léger construction avec flexible fibre optique câble connection. OPTICAL DESIGN: Binner-type optical système providing focused illumination pour detailed examen work. Cold-source lumineuse prevents tissue heating during extended procedures. CLINICAL APPLICATIONS: ENT,TECHNOLOGY & PERFORMANCE: Alternative fibre optic headlight design with Type Binner optical configuration. Lightweight construction with flexible fibre optic cable connection. OPTICAL DESIGN: Binner-type optical system providing focused illumination for detailed examination work. Cold-light source prevents tissue heating during extended procedures. CLINICAL APPLICATIONS: ENT,,,,https://www.otopront.de/fileadmin/otopront-resources/images/Zubehoer/Otopront_Headlight_325059.jpg,active,false
"325161, 325180, 325183, 325195",otopront,surgery-instruments,Rigid Endoscopes 0,Rigid Endoscopes 0,TECHNOLOGY & PERFORMANCE: Newly calculated rod cristallin système (Hopkins-type) optimized pour Full HD et 4K video applications. Highest brilliance et maximum profondeur de champ. Sapphire cover cristallin pour durability. AVAILABLE CONFIGURATIONS:  325161: Ø 2.7mm × 110mm (pediatric/otoscopy applications)  325180: Ø 4.0mm × 110mm (standard sinuscopy)  325183: Ø 4.0mm × 175mm (extended reach procedures)  325195: Ø 4.0mm × 50mm (compact otoscope version) CLINICAL APPLICATIONS: Direct visualization,TECHNOLOGY & PERFORMANCE: Newly calculated rod lens system (Hopkins-type) optimized for Full HD and 4K video applications. Highest brilliance and maximum depth of field. Sapphire cover lens for durability. AVAILABLE CONFIGURATIONS:  325161: Ø 2.7mm × 110mm (pediatric/otoscopy applications)  325180: Ø 4.0mm × 110mm (standard sinuscopy)  325183: Ø 4.0mm × 175mm (extended reach procedures)  325195: Ø 4.0mm × 50mm (compact otoscope version) CLINICAL APPLICATIONS: Direct visualization,,,,https://www.otopront.de/fileadmin/otopront-resources/images/VierSpalten_320x194/Detail_Endoskope-01.jpg,active,false
325164,otopront,surgery-instruments,Rigid Endoscope 45,Rigid Endoscope 45,TECHNOLOGY & PERFORMANCE: Specialized 45 angulé endoscope avec newly calculated rod cristallin système. Optimized pour Full HD et 4K video applications. SPECIFICATIONS: 45 viewing angle provides intermediate perspective between 30 et 70 options. Hopkins-type rod cristallin optics. CLINICAL APPLICATIONS: Specialized procedures requiring intermediate angulé visualization. Useful pour specific anatomical approaches where 30 ou 70 angles are insufficient. CONSTRUCTION: Sanded acier,TECHNOLOGY & PERFORMANCE: Specialized 45 angled endoscope with newly calculated rod lens system. Optimized for Full HD and 4K video applications. SPECIFICATIONS: 45 viewing angle provides intermediate perspective between 30 and 70 options. Hopkins-type rod lens optics. CLINICAL APPLICATIONS: Specialized procedures requiring intermediate angled visualization. Useful for specific anatomical approaches where 30 or 70 angles are insufficient. CONSTRUCTION: Sanded stainless,,,,https://www.otopront.de/en/products/microscopy-and-optical-systems/rigid-and-flexible-endoscopes.html,active,false
"325168, 325169, 325291, 325296",otopront,surgery-instruments,Rigid Endoscopes 90,Rigid Endoscopes 90,TECHNOLOGY & PERFORMANCE: 90 right-angle endoscopes pour perpendicular visualization. Available as sinuscopes et laryngoscopes. AVAILABLE CONFIGURATIONS: Sinuscopes:  325168: Ø 4.0mm × 110mm standard  325169: Ø 2.7mm pediatric version Laryngoscopes:  325291: Ø 10mm fixfocus (fixed focal longueur)  325296: Ø 10mm focusable (réglable focus) CLINICAL APPLICATIONS: Visualization de structures at right angles to scope axis. Useful pour examining latéral,TECHNOLOGY & PERFORMANCE: 90 right-angle endoscopes for perpendicular visualization. Available as sinuscopes and laryngoscopes. AVAILABLE CONFIGURATIONS: Sinuscopes:  325168: Ø 4.0mm × 110mm standard  325169: Ø 2.7mm pediatric version Laryngoscopes:  325291: Ø 10mm fixfocus (fixed focal length)  325296: Ø 10mm focusable (adjustable focus) CLINICAL APPLICATIONS: Visualization of structures at right angles to scope axis. Useful for examining lateral,,,,https://www.otopront.de/fileadmin/otopront-resources/images/Starre_und_flexible_Endoskope/laryngoskop-70.jpg,active,false
"325175, 325181, 325191, 325194, 325118",otopront,surgery-instruments,Rigid Endoscopes 30,Rigid Endoscopes 30,"TECHNOLOGY & PERFORMANCE: Newly calculated rod cristallin système optimized pour Full HD et 4K video. 30 angulé view pour enhanced visualization around anatomical structures. AVAILABLE CONFIGURATIONS:  325175: Ø 2.7mm × 110mm (pediatric applications)  325181: Ø 4.0mm × 110mm (standard FESS)  325191: Ø 4.0mm × 175mm (extended reach)  325194: Ø 4.0mm × 50mm (compact version)  325118: Additional 30 variant CLINICAL APPLICATIONS: FESS (Functional Endoscopic Sinus chirurgie), middle meatus","TECHNOLOGY & PERFORMANCE: Newly calculated rod lens system optimized for Full HD and 4K video. 30 angled view for enhanced visualization around anatomical structures. AVAILABLE CONFIGURATIONS:  325175: Ø 2.7mm × 110mm (pediatric applications)  325181: Ø 4.0mm × 110mm (standard FESS)  325191: Ø 4.0mm × 175mm (extended reach)  325194: Ø 4.0mm × 50mm (compact version)  325118: Additional 30 variant CLINICAL APPLICATIONS: FESS (Functional Endoscopic Sinus Surgery), middle meatus",,,,https://www.otopront.de/fileadmin/otopront-resources/images/VierSpalten_320x194/Detail_Endoskope-02.jpg,active,false
"325293, 325298",otopront,surgery-instruments,Rigid Laryngoscopes 70,Rigid Laryngoscopes 70,TECHNOLOGY & PERFORMANCE: Specialized 70 laryngoscopes avec Ø 10mm diamètre pour optimal laryngeal visualization. AVAILABLE CONFIGURATIONS:  325293: Ø 10mm fixfocus laryngoscope (fixed focal longueur)  325298: Ø 10mm focusable tele-laryngoscope (réglable focus) CLINICAL APPLICATIONS: Laryngeal,TECHNOLOGY & PERFORMANCE: Specialized 70 laryngoscopes with Ø 10mm diameter for optimal laryngeal visualization. AVAILABLE CONFIGURATIONS:  325293: Ø 10mm fixfocus laryngoscope (fixed focal length)  325298: Ø 10mm focusable tele-laryngoscope (adjustable focus) CLINICAL APPLICATIONS: Laryngeal,,,,https://www.otopront.de/fileadmin/otopront-resources/images/Starre_und_flexible_Endoskope/laryngoskop-70.jpg,active,false
"325325, 325348, 325321, 325326, 325329",otopront,surgery-instruments,Otolux LED Headlight,Otolux LED Headlight,TECHNOLOGY & PERFORMANCE: Ultra-bright LED headlight delivering,TECHNOLOGY & PERFORMANCE: Ultra-bright LED headlight delivering,,,,https://www.otopront.de/fileadmin/otopront-resources/images/Zubehoer/Otopront_Headlight_325080.jpg,active,false
"325420, 325423",otopront,surgery-instruments,PES Pilot Hdpro,PES Pilot Hdpro," GERMAN DESIGN AWARD 2022 WINNER TECHNOLOGY & PERFORMANCE: Revolutionary portable video endoscopy système setting new standards in image quality et functionality. Full HD C-MOS sensor (1920×1080), optional 4K mise à niveau. Maximum depth de illumination avec supérieur contrast. DISPLAY OPTIONS:  325420: 15.6"" front-mounted swiveling touchscreen  325423: 21"" touchscreen version FEATURES: Intuitive app-style interface requiring no training. Front-mounted display allows opération sans leaving examen position. Voice control capability. Otopront Picture Enhancement (OPE) technology. INTEGRATION: DICOM compliant (HL7/GDT compatible). Direct integration avec hospital IT systems. USB documentation. Can integrate TYMP tympanometry et numérique 5 sonography modules. CLINICAL APPLICATIONS: ENT workplace"," GERMAN DESIGN AWARD 2022 WINNER TECHNOLOGY & PERFORMANCE: Revolutionary portable video endoscopy system setting new standards in image quality and functionality. Full HD C-MOS sensor (1920×1080), optional 4K upgrade. Maximum depth of illumination with superior contrast. DISPLAY OPTIONS:  325420: 15.6"" front-mounted swiveling touchscreen  325423: 21"" touchscreen version FEATURES: Intuitive app-style interface requiring no training. Front-mounted display allows operation without leaving examination position. Voice control capability. Otopront Picture Enhancement (OPE) technology. INTEGRATION: DICOM compliant (HL7/GDT compatible). Direct integration with hospital IT systems. USB documentation. Can integrate TYMP tympanometry and DIGITAL 5 sonography modules. CLINICAL APPLICATIONS: ENT workplace",,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAj1h_wd47pV6Ef2nObu2AOEQ4FZ7QrtFUaw&s,active,false
325423 (Stroboscope variant),otopront,surgery-instruments,PES Pilot Hdpro Stroboscope,PES Pilot Hdpro Stroboscope,"TECHNOLOGY & PERFORMANCE: professionnel stroboscopy système avec integrated Full HD caméra (optional 4K) et high-performance LED stroboscopy source lumineuse. Sets new benchmarks in phoniatric imaging. FEATURES: 15.6"" ou 21"" touchscreen display. Integrated stroboscopy pour vocal cord visualization. Real-time slow-motion analysis de vocal fold movement. Recording et playback functionality. CLINICAL APPLICATIONS: Phoniatric","TECHNOLOGY & PERFORMANCE: Professional stroboscopy system with integrated Full HD camera (optional 4K) and high-performance LED stroboscopy light source. Sets new benchmarks in phoniatric imaging. FEATURES: 15.6"" or 21"" touchscreen display. Integrated stroboscopy for vocal cord visualization. Real-time slow-motion analysis of vocal fold movement. Recording and playback functionality. CLINICAL APPLICATIONS: Phoniatric",,,,https://img.medicalexpo.com/images_me/projects/images-om/18913-11008073.jpg,active,false
"350035, 350032, 350038, 350059, 700000",otopront,surgery-instruments,PES Eco HD Caméra Système,PES Eco HD Camera System,TECHNOLOGY & PERFORMANCE: Full HD caméra système (1920×1080) avec ultra-high sensitivity C-MOS technology. Maximum residual lumière utilization avec brilliant color dynamics. AVAILABLE CONFIGURATIONS:  Endoscopy caméra tête version - avec 3-button control (Freeze/White Balance/Save)  ENT microscopy caméra version - integrated into microscope tête  Optional USB Recording kit pour image/video storage système COMPONENTS: ,TECHNOLOGY & PERFORMANCE: Full HD camera system (1920×1080) with ultra-high sensitivity C-MOS technology. Maximum residual light utilization with brilliant color dynamics. AVAILABLE CONFIGURATIONS:  Endoscopy camera head version - with 3-button control (Freeze/White Balance/Save)  ENT microscopy camera version - integrated into microscope head  Optional USB Recording Kit for image/video storage SYSTEM COMPONENTS: ,,,,https://www.otopront.de/fileadmin/otopront-resources/images/VierSpalten_320x194/PES_Eco_HD.258klein.jpg,active,false
"350036, 350040, 350043, 350047, 350034, 350063, 350068, 350069, 350031, 700007, 700010, 700011, 495359, 350042, 350058, 497404",otopront,surgery-instruments,Endoscopy Accessoires & Components,Endoscopy Accessories & Components,COMPREHENSIVE accessoire RANGE: Complete selection de components pour Otopront endoscopy systems. caméra & IMAGING:  caméra heads pour various applications  lumière sources (,COMPREHENSIVE ACCESSORY RANGE: Complete selection of components for Otopront endoscopy systems. CAMERA & IMAGING:  Camera heads for various applications  Light sources (,,,,https://www.otopront.de/fileadmin/otopront-resources/images/Pilot_Diagnostik_Center/Diagnostik_Center.jpg,active,false
740009,otopront,surgery-instruments,Tymp Tympanometer,Tymp Tympanometer,TECHNOLOGY & PERFORMANCE: Fully automatique PC-based impedance audiometer avec integrated compliance measurement. Features 2-second measurement,TECHNOLOGY & PERFORMANCE: Fully automatic PC-based impedance audiometer with integrated compliance measurement. Features 2-second measurement,,,,https://www.otopront.de/fileadmin/otopront-resources/images/VierSpalten_320x194/Detail_Tympanometer-02_neu.jpg,active,false
"740011, 740012, 140013, 740018, 740047, 700008",otopront,surgery-instruments,Rhino-Sys Diagnostic Système,Rhino-Sys Diagnostic System,TECHNOLOGY & PERFORMANCE: Comprehensive PC-based rhinological diagnostic système avec modular architecture. Over,TECHNOLOGY & PERFORMANCE: Comprehensive PC-based rhinological diagnostic system with modular architecture. Over,,,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRUCwLnmZ_xISV1mxdnZNDPnkWFH2r3MGuNog&s,active,false
570,ophtec,ophthalmology-surgical,Precizon Presbyopic NVA,Precizon Presbyopic NVA,Precizon Presbyopic is a hydrophilic acrylic IOL avec a CTF (Continuous Transitional Focus) optic designed to correct presbytie. le Precizon Presbyopic is designed avec a patented CTF optic. This is a optic that has multiple segments pour far et near on its antérieur surface. Between le,Precizon Presbyopic is a hydrophilic acrylic IOL with a CTF (Continuous Transitional Focus) optic designed to correct presbyopia. The Precizon Presbyopic is designed with a patented CTF optic. This is an optic that has multiple segments for far and near on its anterior surface. Between the,,,https://www.ophtec.com/hubfs/Producten/PDP%20downloads/Summaries%20clinical%20investigations/570%20-%20Clinical%20investigations.pdf; https://www.ophtec.com/hubfs/Producten/PDP%20downloads/Brochure%20Precizon%20Family.pdf; https://www.ophtec.com/hubfs/Website-2023/PDP%20downloads/A901000660-3%20Precizon%20Presbyopic%20NVA%20leaflet.pdf; https://www.ophtec.com/hubfs/Website-2023/PDP%20downloads/A901000738-1%20Precizon%20Presbyopic%20NVA%20Angle%20Kappa%20leaflet.pdf; https://www.ophtec.com/hubfs/Producten/PDP%20downloads/Precizon%20Patient%20Brochure.pdf,https://www.ophtec.com/hubfs/Website-2023/Product%20images/PNG/570%20Presby%20zonder%20toric%20stp%2001_.png,active,false
ARTISAN APHAKIA,ophtec,ophthalmology-surgical,Artisan Aphakie,Artisan Aphakia,PMMA iris-fixated IOL designed pour le correction de aphakie. Artisan aphakie is le #1 backup cristallin in complicated cataracte cases. Based on le long term experience de iris,PMMA iris-fixated IOL designed for the correction of aphakia. Artisan Aphakia is the #1 backup lens in complicated cataract cases. Based on the long term experience of iris,,,https://www.ophtec.com/hubfs/Producten/PDP%20downloads/L23-HV06-6A-2%20Surgical%20procedure%20Artisan%20Aphakia%20(002).pdf; https://www.ophtec.com/hubfs/Producten/PDP%20downloads/Artisan%20Aphakia%20Factsheet.pdf; https://www.ophtec.com/hubfs/Producten/PDP%20downloads/Artilens%20brochure.pdf; https://www.ophtec.com/hubfs/Website-2023/PDP%20downloads/A901000690-4%20Cataract%20IOLs.pdf,https://www.ophtec.com/hubfs/Website-2023/Product%20images/PNG/205%20Artisan%20aphakia%20stp%2001_..png,active,false
ARTISAN MYOPIA,ophtec,ophthalmology-surgical,Artisan Myopie 206,Artisan Myopia 206,Un,A,,,https://www.ophtec.com/hubfs/Producten/PDP%20downloads/A901000266-A%20Surgical%20procedure%20Artisan%20PIOL.pdf; https://www.ophtec.com/hubfs/Producten/PDP%20downloads/Summaries%20clinical%20investigations/203-204-206%20-%20Clinical%20investigations.pdf; https://www.ophtec.com/hubfs/Website-2023/PDP%20downloads/A901002091-1%20Artisan%20PIOL%20leaflet%20(e-mail).pdf; https://www.ophtec.com/hubfs/Producten/PDP%20downloads/Refractive%20calculation%20form.pdf; https://www.ophtec.com/hubfs/Producten/PDP%20downloads/Artilens%20brochure.pdf; https://www.ophtec.com/hubfs/Producten/PDP%20downloads/Patient%20Brochure%20Artilens%20-%20EN.pdf; https://www.ophtec.com/hubfs/Website-2023/PDP%20downloads/Artisan%20Myopia%20PIOL%20EMC%20Study.pdf; https://www.ophtec.com/hubfs/Website-2023/PDP%20downloads/Artisan%20Myopia%20PIOL%20EMC%20Study.pdf,https://www.ophtec.com/hubfs/Website-2023/Product%20images/PNG/206%20Artisan%20stp%2001_.png,active,false
"DO2-70, DO2-72, DO2-74",ophtec,surgery-instruments,Artisan Pince D'implantation,Artisan Implantation Forceps,Le pince d'implantation is used to implant le (toric) Artisan IOL et fix le cristallin optic during le enclavation intervention. Dr. J.L. Güell shows step by step how to implant a Artiflex Toric. Dr. C. Peckar implants le Artisan aphakie using le enclavation pince.,The implantation forceps is used to implant the (toric) Artisan IOL and fix the lens optic during the enclavation procedure. Dr. J.L. Güell shows step by step how to implant a Artiflex Toric. Dr. C. Peckar implants the Artisan Aphakia using the enclavation forceps.,,,,https://www.ophtec.com/hubfs/Website-2023/Product%20images/PNG/DO2%2070%20Implantation%20Forceps%20long.png,active,false
OD125,ophtec,surgery-instruments,Enclavation Aiguille,Enclavation Needle,Le Artisan et Artiflex enclavation needles are designed pour le enclavation de all Artisan et Artiflex lenses to le iris. Dr. C. Peckar implants le Artisan aphakie using le enclavation pince.,The Artisan and Artiflex enclavation needles are designed for the enclavation of all Artisan and Artiflex lenses to the iris. Dr. C. Peckar implants the Artisan Aphakia using the enclavation forceps.,,,,https://www.ophtec.com/hubfs/Website-2023/Product%20images/205%20Artisan%20stp%2001%20-%20Thumb.jpg,active,false
A-5,pukang,surgery-instruments,Three Function Manuel Hospital Bed,Three Function Manual Hospital Bed,Functions: Backrest,Functions: Backrest,,,,https://image.chukouplus.com/upload/C_3627/file/20231225/1b858b25350c2436384a6a680efc609e.jpg?x-oss-process=image/format,active,false
B-16,pukang,surgery-instruments,Two Crank Manuel Medical Patient Bed,Two Crank Manual Medical Patient Bed,HDPE blow molding (tête/foot board)Foldable folding side railSteel batten sleep deckHigh quality simple brake castersCrank life span:,HDPE blow molding (head/foot board)Foldable folding side railSteel batten sleep deckHigh quality single brake castersCrank life span:,,,,https://image.chukouplus.com/upload/C_3627/file/20250607/09a02815c2333bcca28b8431ab226a43.png?x-oss-process=image/format,active,false
