referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
20011,moria,ophthalmology-diagnostic,"23G Busin Pince(23g, Distal Control)","23G Busin Forceps(23g, Distal Control)",14.8-cm long avec a partie active longueur de 2.2-cm. embout in le shape de mors avec a longueur de 1.15 mm et a opening largeur de 0.6 mm.Can be used to place a cornealDSAEKgraft in le chambre antérieure using le pull-through technique during endothelial kératoplastie.,14.8-cm long with an active part length of 2.2-cm. Tip in the shape of jaws with a length of 1.15 mm and an opening width of 0.6 mm.Can be used to place a cornealDSAEKgraft in the anterior chamber using the pull-through technique during endothelial keratoplasty.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/8a61ff1ceadf4f501af0ffcedb48643986479003.jpg,active,false
20016,moria,ophthalmology-diagnostic,Renard Cornéen Dissector Spatule(pour Kératoplastie),Renard Corneal Dissector Spatula(for Keratoplasty),12.7-cm long spatule avec a 10-mm,12.7-cm long spatula with a 10-mm,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/07c4d14c6877803f13f2b4a10ed6747a078849ef.jpg,active,false
20017,moria,ophthalmology-surgical,Villon Nucleus Divider Crochet(vertical Phaco-chopper),Villon Nucleus Divider Hook(vertical Phaco-chopper),Vertical,Vertical,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/2db1506d71886c3354b1a9134806f8883bfb1338.jpg,active,false
20018,moria,surgery-instruments,Burtin à Double Extrémité Iris Crochet(à Double Extrémité),Burtin Double-ended Iris Hook(double-ended),"Total longueur 11.3 cm. Both extremities are angulé, avec a 1-mm long partie active.Can be used to repair a defectuousirisand to retrieve a subluxatedIOL.",Total length 11.3 cm. Both extremities are,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/3b34c526880f224b72ae58f68484f0a64a96a45b.jpg,active,false
20020,moria,surgery-instruments,"Pince à Capsulorhexis-1.5-mm(1.5-mm Incision, Cross-action)","Capsulorhexis Forceps-1.5-mm(1.5-mm Incision, Cross-action)",Cross-action capsulorhexis forcepswith slightlycurved active partand ≈90°pointed embout to produce le rhexis de le antérieur capsular bag through a1.5-mmincision.,Cross-action capsulorhexis forcepswith slightlycurved active partand ≈90°pointed tip to produce the rhexis of the anterior capsular bag through a1.5-mmincision.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/4d8048abc8b1a7330a19c86780b4f18730a80759.jpg,active,false
20021,moria,surgery-instruments,"""Y"" Stroma-descemetic Dissector(pour Dmek)","""Y"" Stroma-descemetic Dissector(for Dmek)",Descemetic stroma crochet used during le first stage de graft preparation pour DMEK,Descemetic stroma hook used during the first stage of graft preparation for DMEK,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/4193423cb9ba090e6abf86e32d47b3378666d875.jpg,active,false
20022,moria,surgery-instruments,Micro-dissector(pour Dmek),Micro-dissector(for Dmek),Total longueur is 11.7 cm avec a 3-mm active embout.the micro-Dissector initiates le removal de theendotheliumfrom cleavage plane duringDMEKgraft preparation.,Total length is 11.7 cm with a 3-mm active tip.The Micro-Dissector initiates the removal of theendotheliumfrom cleavage plane duringDMEKgraft preparation.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/0cbfe746f178674442f7b994e1960a918e24d0c2.jpg,active,false
20024,moria,surgery-instruments,"Busin Ciseaux(clockwise, pour Kératoplastie)","Busin Scissors(clockwise, for Keratoplasty)",8.,8.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/bb2f731b95de089fccf8e42c21d2c671f0fe4d36.jpg,active,false
20025,moria,surgery-instruments,"Busin Ciseaux(counter-clockwise, pour Kératoplastie)","Busin Scissors(counter-clockwise, for Keratoplasty)",8.,8.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/b2a9188b6c61941682bd679a85506b1c56ceccb1.jpg,active,false
20027,moria,surgery-instruments,"Fontana Canule(pour Big-bubble Dalk, Ø 27G)","Fontana Cannula(for Big-bubble Dalk, Ø 27G)",,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/a25b322713d2d1b52e99d54fff71cb7eb1fa59c2.jpg,active,false
20028,moria,surgery-instruments,Fontana à Double Extrémité Spatule(pour Dalk),Fontana Double-ended Spatula(for Dalk),One end is a disc-shaped spatule pour detachment de intrastromal adherences: semi-pointu rounded design pour peripheral,One end is a disc-shaped spatula for detachment of intrastromal adherences: semi-sharp rounded design for peripheral,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/e03f892fa83a2c8bf5f7ec48867608f3b5fb0be8.jpg,active,false
20029,moria,surgery-instruments,"Gabison Ciseaux(clockwise, pour Kératoplastie)","Gabison Scissors(clockwise, for Keratoplasty)",9.,9.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/ea1c15a7d684817280a131a8732d2b66473e21b8.jpg,active,false
20030,moria,surgery-instruments,Gabison Ciseaux(counter-clockwise),Gabison Scissors(counter-clockwise),9.,9.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/27053a016f1c303ba1cc84385aa4bc9af8ab4906.jpg,active,false
20031,moria,surgery-instruments,"Cross-action Pince à Capsulorhexis-1.8 Mm(1.8-mm Incision, Cross-action)","Cross-action Capsulorhexis Forceps-1.8 Mm(1.8-mm Incision, Cross-action)",Cross-action capsulorhexis forcepswithcurved active partand ≈45°pointed embout to produce le rhexis de le antérieur capsular bag through a1.8-mmincision.,Cross-action capsulorhexis forcepswithcurved active partand ≈45°pointed tip to produce the rhexis of the anterior capsular bag through a1.8-mmincision.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/9a5dbed0da9b4d9c7365491571a92976788148d4.jpg,active,false
20032,moria,ophthalmology-diagnostic,"Ancel à Double Extrémité Spatule(pour Lasik, Smile)","Ancel Double-ended Spatula(for Lasik, Smile)",Double-endedinstrument avec:a active crochet-shaped,Double-endedinstrument with:an active hook-shaped,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/ef7661580e4679c98270409ad2535bbc61facf32.jpg,active,false
20033,moria,ophthalmology-surgical,Can Pendular Marqueur(pour Toric Iols),Can Pendular Marker(for Toric Iols),CanPendularMarkerto mark axis fortoricIOLimplantation duringcataractsurgery.,CanPendularMarkerto mark axis fortoricIOLimplantation duringcataractsurgery.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/6b1bd8056b8af4343a14f580a7bb33b9e7ee246d.jpg,active,false
20034,moria,surgery-instruments,“S” Marqueur-angulé(pour Dmek),“S” Marker-angled(for Dmek),"Angulé ""S""markerto stamp a ""S"" on le Descemetic side de aDMEKendothelial graft.","Angled ""S""markerto stamp a ""S"" on the Descemetic side of aDMEKendothelial graft.",,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/08c5c94782ccee4a760690e2f3eda0bc98d89d5f.jpg,active,false
20035,moria,surgery-instruments,"Réglable Spéculum(open Courbe Lames, Adult)","Adjustable Speculum(open Curved Blades, Adult)",Réglable- lames: 15 mm.,Adjustable- Blades: 15 mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/04c219f43340bbbed48097801c2688738fa10a8c.jpg,active,false
20036,moria,surgery-instruments,"Réglable Spéculum(solid Lames, Adult)","Adjustable Speculum(solid Blades, Adult)",Réglable- lames: 13 mm.,Adjustable- Blades: 13 mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/bf1ed9002369f25eecf411e2451f980bc1468d22.jpg,active,false
20038,moria,surgery-instruments,Dmek Pince(courbe),Dmek Forceps(curved),Partie active avec lisse andcurved10.0-mmplatforms.pince that can be used to delaminate le endothelium from a donor corneo-scléral tissue.,Active part with smooth andcurved10.0-mmplatforms.Forceps that can be used to delaminate the endothelium from a donor corneo-scleral tissue.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/a52de284f516fc4d9119a46d21c3b49acecb9052.jpg,active,false
20039,moria,surgery-instruments,Dmek Pince(droit),Dmek Forceps(straight),Partie active avec lisse andstraight10.0-mmplatforms.pince that can be used to delaminate le endothelium from a donor corneo-scléral tissue.,Active part with smooth andstraight10.0-mmplatforms.Forceps that can be used to delaminate the endothelium from a donor corneo-scleral tissue.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/d03a6280da96a928771174882974f4ad6885b33e.jpg,active,false
20040,moria,ophthalmology-surgical,Pisacano Crochet(horizontal Disk Embout),Pisacano Hook(horizontal Disk Tip),11.6-cm,11.6-cm,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/5c2f18f9e3c902b1e93d29bf77c53450112bca2b.jpg,active,false
20041,moria,ophthalmology-surgical,Pisacano Crochet(vertical Disk Embout),Pisacano Hook(vertical Disk Tip),11.6-cm,11.6-cm,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/1d7dd231127f3c5f114564d0ed41fe036def30f9.jpg,active,false
20042,moria,surgery-instruments,"Réglable Spéculum(open Square Lames, Adult)","Adjustable Speculum(open Square Blades, Adult)",Réglable- lames: 15 mm.,Adjustable- Blades: 15 mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/17c93905e19f054f2dd0b376f59b39b66155469a.jpg,active,false
20043,moria,surgery-instruments,DSO Gorovoy Marqueur 4mm,DSO Gorovoy Marker 4mm,,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/3ac02cb61f3d7b66fa8361f7edb60fa9ca2bf506.jpg,active,false
20044,moria,ophthalmology-surgical,IOL Haptic Gorovoy Marqueur(pour IOL Positionning),IOL Haptic Gorovoy Marker(for IOL Positionning),IOL HapticGorovoymarkerto mark expected location ofIOLhapticsduring IOL fixation technique in le absence de zonular/capsular support duringcataractsurgery.,IOL HapticGorovoymarkerto mark expected location ofIOLhapticsduring IOL fixation technique in the absence of zonular/capsular support duringcataractsurgery.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/665985359ae207402cb0214e51d5f661a99b2669.jpg,active,false
20045,moria,surgery-instruments,"""F"" Marqueur(pour Dmek)","""F"" Marker(for Dmek)","Angulé ""F""markerto stamp a ""F"" on le Descemetic side de aDMEKendothelial graft.","Angled ""F""markerto stamp a ""F"" on the Descemetic side of aDMEKendothelial graft.",,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/668899cb17cff4764c3c0c042cd7f49692a0689a.jpg,active,false
20158,moria,surgery-instruments,Radial Marqueur-8 Lames(pour Kératoplastie: Pk-dalk),Radial Marker-8 Blades(for Keratoplasty: Pk-dalk),Suture placementmarkerwith 8 radial lames to facilitatesuturingprocess duringPKandDALKkeratoplasty surgeries.,Suture placementmarkerwith 8 radial blades to facilitatesuturingprocess duringPKandDALKkeratoplasty surgeries.,,,,https://www.moria-surgical.com/files/product/884c2cee99577543dfba8cebe8d4d48b9cbe4243.jpg,active,false
20221X1,moria,surgery-instruments,"Composites 23G Pince à Capsulorhexis – Long(1.5-mm Incision, 23G)","Composites 23G Capsulorhexis Forceps – Long(1.5-mm Incision, 23G)",23Gdistal-commandreusablecapsulorhexis forcepswithcurved active partand ≈90°pointed embout to produce rhexis de le antérieur capsular bag through a 1.5-mm incision.,23Gdistal-commandreusablecapsulorhexis forcepswithcurved active partand ≈90°pointed tip to produce rhexis of the anterior capsular bag through a 1.5-mm incision.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/c702d1ce60fbedd46f622d4652e03d73dade38e0.jpg,active,false
20222X1,moria,surgery-instruments,"Composites 23G Pince à Capsulorhexis-short(1.5-mm Incision, 23G)","Composites 23G Capsulorhexis Forceps-short(1.5-mm Incision, 23G)",23Gdistal-commandreusablecapsulorhexis forcepswithcurved active partand ≈90°pointed embout to produce le rhexis into le antérieur capsular bag through a incision of1.5-mm.,23Gdistal-commandreusablecapsulorhexis forcepswithcurved active partand ≈90°pointed tip to produce the rhexis into the anterior capsular bag through an incision of1.5-mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/ba13e9947bd3d18627d0a9d9fc3887d6a538c8e5.jpg,active,false
2125,moria,surgery-instruments,Desmarres Pince(25 Mm),Desmarres Forceps(25 Mm),Total longueur is 10 cm avec a 25 mm x 15 mm partie active avec solid side et fenestrated side.Can be used in le traitement de chalazion et ptosis.,Total length is 10 cm with a 25 mm x 15 mm active part with solid side and fenestrated side.Can be used in the treatment of chalazion and ptosis.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/3a82be4215ffa8dba2fef7e6d1ed14234b372c3f.jpg,active,false
2131,moria,surgery-instruments,Lambert Pince(11 Mm),Lambert Forceps(11 Mm),Total longueur is 9.6 cm avec a partie active de 11.5-mm internal diamè,Total length is 9.6 cm with an active part of 11.5-mm internal,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/58f563ab6fadca4557249c0edafcc43d5e0d491d.jpg,active,false
2146,moria,surgery-instruments,"Pince(droit, Taille Moyenne, Regular)","Forceps(straight, Medium Size, Regular)",Pince avec lisse platforms.10.4-cm total longueur avec 5.0-mm partie active.,Forceps with smooth platforms.10.4-cm total length with 5.0-mm active part.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/d4b52a6e075669acbac9a435cb3c8fb42f85efeb.jpg,active,false
2180A,moria,surgery-instruments,Bonaccolto Pince(0.8-mm Dentelé Mors),Bonaccolto Forceps(0.8-mm Serrated Jaws),,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/ef9c4d28e6ec9ffedf39afb4ea102d447b684e37.jpg,active,false
2183,moria,surgery-instruments,Pince(1-mm Dentelé Mors),Forceps(1-mm Serrated Jaws),11-cm,11-cm,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/f55af023fddafa56988916a2f7c9ea542802dd3f.jpg,active,false
2221,moria,surgery-instruments,Barraquer Pince(droit avec Oblique Teeth),Barraquer Forceps(straight with Oblique Teeth),Total longueur de le pince is 10.1 cm avec a active oblique partie de 9-mm long avec 12 x 12 teeth.Can be used to,Total length of the forceps is 10.1 cm with an active oblique part of 9-mm long with 12 x 12 teeth.Can be used to,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/b7a87a37daaf8f7f5e51b8f2370d86be7f9f3638.jpg,active,false
2228,moria,surgery-instruments,Elschnig Pince(droit avec Crossed Teeth),Elschnig Forceps(straight with Crossed Teeth),Crossed teeth can be used to,Crossed teeth can be used to,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/290a69113325e810a8f1c0127d700aa3557c61d6.jpg,active,false
22517172,moria,surgery-instruments,Sterilization Boîte(in Aluminum),Sterilization Box(in Aluminum),Colorful anodized aluminum sterilization boî,Colorful anodized aluminum sterilization,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/de831fdd823990f1c3452b46319b07f62fd48ba8.jpg,active,false
22518350,moria,surgery-instruments,Sterilization Boîte(in Aluminum),Sterilization Box(in Aluminum),Un sterilization boîte made de gold-colored anodized,A sterilization box made of gold-colored anodized,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/a916bed2daf8ee082ef1d70502b683d037bf4165.jpg,active,false
22518351,moria,surgery-instruments,Sterilization Boîte(in Aluminum),Sterilization Box(in Aluminum),Un red anodized aluminum sterilization boîte pour storing and/ou sterilizing any type de chirurgical instrument avec a lock. Spiked plate provided. boîte dimensions: 253 x 210 x 25mm.,A red anodized aluminum sterilization box for storing and/or sterilizing any type of surgical instrument with a lock. Spiked plate provided. Box dimensions: 253 x 210 x 25mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/1402e512d97978663a221cf45c30faab9167d24f.jpg,active,false
22518352,moria,surgery-instruments,Sterilization Boîte(in Aluminum),Sterilization Box(in Aluminum),Green anodized aluminum sterilization boî,Green anodized aluminum sterilization,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/835d3a3cfd9a624953f231e3fe5872b8006cadcf.jpg,active,false
22518353,moria,surgery-instruments,Sterilization Boîte(in Aluminum),Sterilization Box(in Aluminum),Blue anodized aluminum sterilization boî,Blue anodized aluminum sterilization,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/abf4c697932dc009c6fa4c56a1ff65bb41c167b9.jpg,active,false
22518354,moria,surgery-instruments,Sterilization Boîte(in Aluminum),Sterilization Box(in Aluminum),Black anodized aluminum sterilization boî,Black anodized aluminum sterilization,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/06c5cd8e479e72ae6437144935ff658b0273ac94.jpg,active,false
22518355,moria,surgery-instruments,Sterilization Boîte(in Acier Inoxydable),Sterilization Box(in Stainless Steel),Non-colored acier inoxydable sterilization boîte pour storing et / ou sterilizing avec autoclave in safety de le instruments placed inside avec lock. Spiked plate provided. boîte dimensions: 315 x 209 x 24mm.,Non-colored stainless steel sterilization box for storing and / or sterilizing with autoclave in safety of the instruments placed inside with lock. Spiked plate provided. Box dimensions: 315 x 209 x 24mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/0803adac735feb71c30a7eae05522d180555f02e.jpg,active,false
22518356,moria,surgery-instruments,Sterilization Boîte(in Acier Inoxydable),Sterilization Box(in Stainless Steel),Non-colored acier inoxydable sterilization boîte pour storing et / ou sterilizing avec autoclave in safety de le instruments placed inside avec lock. Spiked plate provided. boîte dimensions: 252 x 209 x 24mm.,Non-colored stainless steel sterilization box for storing and / or sterilizing with autoclave in safety of the instruments placed inside with lock. Spiked plate provided. Box dimensions: 252 x 209 x 24mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/36d9cb0b66621d74847215d2d5919e7941547ac2.jpg,active,false
22518357,moria,surgery-instruments,Sterilization Boîte(in Acier Inoxydable),Sterilization Box(in Stainless Steel),Non-colored acier inoxydable sterilization boîte pour storing et / ou sterilizing avec autoclave in safety de le instruments placed inside avec lock. Spiked plate provided. boîte dimensions: 189 x 209 x 24mm.,Non-colored stainless steel sterilization box for storing and / or sterilizing with autoclave in safety of the instruments placed inside with lock. Spiked plate provided. Box dimensions: 189 x 209 x 24mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/09c9b38c483808b04ab431fbc639e4b84fb51f26.jpg,active,false
22518358,moria,surgery-instruments,Sterilization Boîte(in Acier Inoxydable),Sterilization Box(in Stainless Steel),Non-colored acier inoxydable sterilization boîte pour storing et / ou sterilizing avec autoclave in safety de le instruments placed inside avec lock. Spiked plate provided. boîte dimensions: 126 x 209 x 24mm.,Non-colored stainless steel sterilization box for storing and / or sterilizing with autoclave in safety of the instruments placed inside with lock. Spiked plate provided. Box dimensions: 126 x 209 x 24mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/96ed20b2345ee76b50f4c7a471762ceeb36f74f3.jpg,active,false
22518359,moria,surgery-instruments,Sterilization Boîte(in Acier Inoxydable),Sterilization Box(in Stainless Steel),Non-colored acier inoxydable sterilization boîte pour storing et / ou sterilizing avec autoclave in safety de le instruments placed inside avec lock. Spiked plate provided. boîte dimensions: 63 x 209 x 24mm.,Non-colored stainless steel sterilization box for storing and / or sterilizing with autoclave in safety of the instruments placed inside with lock. Spiked plate provided. Box dimensions: 63 x 209 x 24mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/23a4140cb4b0f3d63189c9ae6e78814a0e266079.jpg,active,false
22519093,moria,surgery-instruments,Sterilization Boîte(in Aluminum),Sterilization Box(in Aluminum),Sterilization boîte pour storing and/ou sterilizing small manuel instrumentation such as pour DSAEK lamellar kératoplastie. boîte dimensions: 225x134x31mm.,Sterilization box for storing and/or sterilizing small manual instrumentation such as for DSAEK lamellar keratoplasty. Box dimensions: 225x134x31mm.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/cc2fd98f259ed211a5e3891ed1d17a0af76a902c.jpg,active,false
2280A,moria,surgery-instruments,Lester Pince(1.1-mm Teeth),Lester Forceps(1.1-mm Teeth),ReusableLesterconjunctival pince avec 1.1-mm teeth et 11.1-cm longueur.Can be used to,ReusableLesterconjunctival forceps with 1.1-mm teeth and 11.1-cm length.Can be used to,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/e4cc0ab445ef1f7a1899237cdaa84266a5641840.jpg,active,false
2321,moria,surgery-instruments,"de Wecker Pince “mosquito”(droit, Cross-action)","de Wecker Forceps “mosquito”(straight, Cross-action)",,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/6403c53a0296216ef7215e0acc01fb50ef17a5c7.jpg,active,false
2420A,moria,surgery-instruments,"Prince-blascovics Pince(right Side, pour Strabismus)","Prince-blascovics Forceps(right Side, for Strabismus)",Partie active angulé over 11.5 mm in longueur et 2.5 mm in largeur.Can be used pour strabismus chirurgie.,Active part angled over 11.5 mm in length and 2.5 mm in width.Can be used for strabismus surgery.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/4343cab03b51e77e53ff67558e60d4c04320340b.jpg,active,false
2420B,moria,surgery-instruments,"Prince-blascovics Pince(left Side, pour Strabismus)","Prince-blascovics Forceps(left Side, for Strabismus)",Partie active angulé over 11.5 mm in longueur et 2.5 mm in largeur.Can be used pour strabismus chirurgie.,Active part angled over 11.5 mm in length and 2.5 mm in width.Can be used for strabismus surgery.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/01219733acad1001be42427de8ab8fee71e56ebe.jpg,active,false
2432,moria,surgery-instruments,"Barraquer Pince(6-mm Platforms, Mors Droits)","Barraquer Forceps(6-mm Platforms, Straight Jaws)",Barraquerforceps avec a active embout de 6-mmplatformsand mors,Barraquerforceps with an active tip of 6-mmplatformsand straight,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/0361b1ec7f3731057531b5bb28bdd89be696b2f1.jpg,active,false
2456,moria,surgery-instruments,Jaeger Paupière Plate,Jaeger Eyelid Plate,Jaeger paupière plate that can be used to hold le paupière during le chalazion opération. Widths de 27mm et,Jaeger eyelid plate that can be used to hold the eyelid during the chalazion operation. Widths of 27mm and,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/ce941700e6b288530a6c52fc2308fc628452fbc9.jpg,active,false
247,moria,ophthalmology-surgical,Snellen Loop(standard),Snellen Loop(standard),ReusableSnellenloopwith 0.3-mm thread diamètre.136-mm total longueur avec a manche de 95-mm longueur et 6-mm largeur.Can be used to extract thecrystalline lensduringcataractsurgery.,ReusableSnellenloopwith 0.3-mm thread diameter.136-mm total length with a handle of 95-mm length and 6-mm width.Can be used to extract thecrystalline lensduringcataractsurgery.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/f4c6217ddb8d8798776c16826578c71027f972a1.jpg,active,false
2484,moria,surgery-instruments,"Vantey-desvignes Porte-aiguille(sans Verrouillage, Droit, Wide Mors)","Vantey-desvignes Needle-holder(non-locking, Straight, Wide Jaws)",Wire diamètre:4/0- mors type: wide et,Wire diameter:4/0- Jaws type: wide and,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/d18fc9d15f510e6d7503238a56b279593f7fbcb6.jpg,active,false
2597B,moria,surgery-instruments,Desmarres Lid Écarteur(pour Lid Retraction),Desmarres Lid Retractor(for Lid Retraction),132-mm long avec a 13-mm partie active.Can be used toretracttheeyelids.,132-mm long with a 13-mm active part.Can be used toretracttheeyelids.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/69766466b50ff817f3c709bc98e24ccec00702b8.jpg,active,false
2873A,moria,surgery-instruments,Sichel Lachrymal Duct Sonde(0.41 Mm),Sichel Lachrymal Duct Probe(0.41 Mm),Sichel lachrymal duct dilatateur pour dilating le lachrymal ducts.longueur: 68,Sichel lachrymal duct dilator for dilating the lachrymal ducts.Length: 68,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/f16a7b015ac8fdb1068014a0709dd6f30e5f9e48.jpg,active,false
3201,moria,surgery-instruments,Paufique Couteau(pour Cornée),Paufique Knife(for Cornea),127-mmknifewith a 6x3-mm lancet shapeDesmarres-Paufiquedissector.Can be used to make incisions et stromal pockets within le cornée during a eye chirurgie.,127-mmknifewith a 6x3-mm lancet shapeDesmarres-Paufiquedissector.Can be used to make incisions and stromal pockets within the cornea during an eye surgery.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/61c0111571e43d9847a9603f8c17e69036745a79.jpg,active,false
3222,moria,surgery-instruments,"Jayle Pince(7-mm Tying Platforms, 0.8-mm Teeth)","Jayle Forceps(7-mm Tying Platforms, 0.8-mm Teeth)",JayleForceps avec 7-mm tyingplatformsand 0.8-mm teeth.Can be used pour scléral et conjunctivalsutures.,JayleForceps with 7-mm tyingplatformsand 0.8-mm teeth.Can be used for scleral and conjunctivalsutures.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/224dbe33a1bc5c0736d4ae09462ea0ca28564c7c.jpg,active,false
3225,moria,surgery-instruments,Burrato-sinskey Manipulator Crochet(angulé Partie Active avec un 0.7-mm Angulé Embout),Burrato-sinskey Manipulator Hook(angled Active Part with a 0.7-mm Angled Tip),"12.1-cm total longueur avec a angulé, partie active avec collar button olive embout.Can be used to",12.1-cm total length with an,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/95d8cc27dd0d079e0296069df0cbb4352bca5acf.jpg,active,false
393,moria,surgery-instruments,One Use-plus 130 Tête(pour Lasik Chirurgie),One Use-plus 130 Head(for Lasik Surgery),Usage unique 130-micron calibrated tête pour One Use-Plus microkeratome.,Single-use 130-micron calibrated head for One Use-Plus microkeratome.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/43357443b02dccd4e355e3ceac40cd509c1049a6.jpg,active,false
4134C,moria,surgery-instruments,"Castroviejo Porte-aiguille(à Verrouillage, Conical et Dentelé Mors, Courbe Embout)","Castroviejo Needle-holder(locking, Conical and Serrated Jaws, Curved Tip)",Wire diamètre:4/0to6/0- mors type:dentelé-à verrouillage.,Wire diameter:4/0to6/0- Jaws type:serrated-Locking.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/651a4605fe34e6b210b4bdbb1630a62bd7dae5d2.jpg,active,false
4134D,moria,surgery-instruments,"Castroviejo Porte-aiguille(sans Verrouillage, Conical et Dentelé Mors)","Castroviejo Needle-holder(non-locking, Conical and Serrated Jaws)",Wire diamètre:4/0to6/0- mors type:,Wire diameter:4/0to6/0- Jaws type:,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/426a69c0f5612f32440abde0207af9ff72035110.jpg,active,false
4170,moria,ophthalmology-diagnostic,"Sourdille Compas(graduatations Every 1 Mm, Opening Partie Active 0 to 16 Mm)","Sourdille Caliper(graduatations Every 1 Mm, Opening Active Part 0 to 16 Mm)",10-cm total,10-cm total,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/34209249a05363637604c9f5a04230ce384abc09.jpg,active,false
4174,moria,surgery-instruments,Foster-paufique Loop(pour Enucleation),Foster-paufique Loop(for Enucleation),,,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/db222f9cc02ae42bf35da1054e4359355c1d31e9.jpg,active,false
4174B,moria,surgery-instruments,Ensemble de 10 Acier Inoxydable Wires(pour Foster-paufique Loop (#4174)),Set of 10 Stainless Steel Wires(for Foster-paufique Loop (#4174)),Ensemble de 10 acier inoxydable wires pour theFoster-Paufique Loop.,Set of 10 stainless steel wires for theFoster-Paufique Loop.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/edafc1121bb4b97e909a05430929e83baec5091c.jpg,active,false
4180A,moria,surgery-instruments,"Barraquer Porte-aiguille(à Verrouillage, 1.5-mm Mors Courbes)","Barraquer Needle-holder(locking, 1.5-mm Curved Jaws)",Wire diamètre:5/0to7/0- mors type: 1.5-mmcurvedand lisse mors -Lockinghandle.,Wire diameter:5/0to7/0- Jaws type: 1.5-mmcurvedand smooth jaws -Lockinghandle.,,,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/0672a0df90f12e39316bc91912b913fd9e3053bc.jpg,active,false
