referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured
CAT-24,rumex,ophthalmology-surgical,"Cat-24 Jetable Cartridge pour IOL Injecteur, 2.40 Mm Incision, 20 Par Boîte","Cat-24 Disposable Cartridge for IOL Injector, 2.40 Mm Incision, 20 Per Box",Jetable cartridge CAT-24 is used during IOL implantation through a 2.4 mm incision. To be used avec RUMEX réutilisable IOL injecteur 16-2853. compatible avec acrylic simple-piece IOLs.20 per box,Disposable cartridge CAT-24 is used during IOL implantation through a 2.4 mm incision. To be used with RUMEX Reusable IOL Injector 16-2853. Compatible with acrylic single-piece IOLs.20 per box,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf | https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf,https://rumex.com/cdn/shop/products/iolcartr_93x75_crop_center.jpg | https://rumex.com/cdn/shop/products/iolcartr_370x301.jpg | https://rumex.com/cdn/shop/products/iolcartr_44fb5904-4b78-4cd3-a454-38554af44235_371x301.jpg | https://rumex.com/cdn/shop/products/16-285301_512x512.png | https://rumex.com/cdn/shop/products/16-2853_512x512.png,active,false
CAT-22,rumex,ophthalmology-surgical,"Cat-22 Jetable Cartridge pour IOL Injecteur, 2.20 Mm Incision, 20 Par Boîte","Cat-22 Disposable Cartridge for IOL Injector, 2.20 Mm Incision, 20 Per Box",Jetable cartridge CAT-22 is used during IOL implantation through a 2.2 mm incision. To be used avec RUMEX réutilisable IOL injecteur 16-2853. compatible avec acrylic simple-piece IOLs.20 per box,Disposable cartridge CAT-22 is used during IOL implantation through a 2.2 mm incision. To be used with RUMEX Reusable IOL Injector 16-2853. Compatible with acrylic single-piece IOLs.20 per box,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf | https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf,https://rumex.com/cdn/shop/products/iolcartr_44fb5904-4b78-4cd3-a454-38554af44235_93x75_crop_center.jpg | https://rumex.com/cdn/shop/products/iolcartr_44fb5904-4b78-4cd3-a454-38554af44235_370x301.jpg | https://rumex.com/cdn/shop/products/iolcartr_371x301.jpg | https://rumex.com/cdn/shop/products/16-285301_512x512.png | https://rumex.com/cdn/shop/products/16-2853_512x512.png,active,false
12-202,rumex,surgery-instruments,"12-202-25Dp Jetable Vitréorétinien Ciseaux Verticaux, 25 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-202-25Dp Disposable Vitreoretinal Vertical Scissors, 25 Ga, Plastic Handle 360ᵒ, 6 Per Box",360-degré manche design incorporates a unique,360-degree handle design incorporates a unique,,,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf | https://cdn.shopify.com/s/files/1/0605/8249/4420/files/Vitreoretinal_Instruments_Catalog.pdf | https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/12-202-25DPblue1_700x700.jpg | https://rumex.com/cdn/shop/products/12-202-25DPblue_700x700.jpg | https://rumex.com/cdn/shop/products/12-202k_e605a019-bdc3-4441-8f92-fc1a78c263fd_1167x700.png | https://rumex.com/cdn/shop/products/12-7525_512x288.jpg | https://rumex.com/cdn/shop/products/12-211-25DPblue_512x512.jpg,active,false
12-209,rumex,surgery-instruments,"12-209-27Dp Jetable Vitréorétinien Ciseaux Courbes, 27 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-209-27Dp Disposable Vitreoretinal Curved Scissors, 27 Ga, Plastic Handle 360ᵒ, 6 Per Box",360-degré manche design incorporates a unique,360-degree handle design incorporates a unique,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/Vitreoretinal_Instruments_Catalog.pdf | https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf | https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/12-209-27DPviolet_700x700.jpg | https://rumex.com/cdn/shop/products/12-209-27DPviolet1_700x700.jpg | https://rumex.com/cdn/shop/products/12-209k_f35a41c8-0a0b-4dc2-8276-ea5b8dd5486a_1167x700.png | https://rumex.com/cdn/shop/products/12-5167H_512x512.png | https://rumex.com/cdn/shop/products/391_3921_512x87.png,active,false
12-211,rumex,surgery-instruments,"12-211-27Dp Jetable Vitréorétinien Ciseaux Droits, 27 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-211-27Dp Disposable Vitreoretinal Straight Scissors, 27 Ga, Plastic Handle 360ᵒ, 6 Per Box",360-degré manche design incorporates a unique,360-degree handle design incorporates a unique,,,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf | https://cdn.shopify.com/s/files/1/0605/8249/4420/files/Vitreoretinal_Instruments_Catalog.pdf | https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/12-211-25DPviolet_700x700.jpg | https://rumex.com/cdn/shop/products/12-211-25DPviolet1_700x700.jpg | https://rumex.com/cdn/shop/products/12-211k_3d8b9dd5-b229-48ce-947b-8e8f00d6ce50_1167x700.png | https://rumex.com/cdn/shop/products/12-5227_512x362.png | https://rumex.com/cdn/shop/products/12-5491H_512x512.png,active,false
12-304,rumex,surgery-instruments,"12-304-27Dp Jetable Vitréorétinien Pince de Préhension avec un ""crocodile Plateforme"", 27 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-304-27Dp Disposable Vitreoretinal Gripping Forceps with a ""crocodile Platform"", 27 Ga, Plastic Handle 360ᵒ, 6 Per Box",360-degré manche design incorporates a unique,360-degree handle design incorporates a unique,,,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf | https://cdn.shopify.com/s/files/1/0605/8249/4420/files/Vitreoretinal_Instruments_Catalog.pdf | https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/12-304-27DPviolet_700x700.jpg | https://rumex.com/cdn/shop/products/12-304-27DPviolet1_700x700.jpg | https://rumex.com/cdn/shop/products/12-304k_5b06a079-c709-424d-9269-0d511599b97c_1167x700.png | https://rumex.com/cdn/shop/products/12-5492H_512x512.png | https://rumex.com/cdn/shop/products/377_3779_77fe8a29-2922-4aca-bb7d-7327a02be46a_512x160.png,active,false
12-410,rumex,surgery-instruments,"12-410-27Dp Jetable Vitréorétinien Eckardt End-pince de Préhension, 27 Ga, Plastique Manche 360ᵒ, 6 Par Boîte","12-410-27Dp Disposable Vitreoretinal Eckardt End-gripping Forceps, 27 Ga, Plastic Handle 360ᵒ, 6 Per Box",360-degré manche design incorporates a unique,360-degree handle design incorporates a unique,,,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/SINGLE_USE_INSTRUMENTS_7199f851-d4f0-4f40-a202-cff45eff1180.pdf | https://cdn.shopify.com/s/files/1/0605/8249/4420/files/Vitreoretinal_Instruments_Catalog.pdf | https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/12-410-27DPviolet_700x700.jpg | https://rumex.com/cdn/shop/products/12-410-27DPviolet1_700x700.jpg | https://rumex.com/cdn/shop/products/369_3745_58a2c39a-7f97-4ce5-bde1-0209fb4b7af9_512x160.png | https://rumex.com/cdn/shop/products/369_3744_512x68.png | https://rumex.com/cdn/shop/products/12-5491H_512x512.png,active,false
3-0231,rumex,ophthalmology-diagnostic,"3-0231 Abdullayev Marqueur Cornéen pour Kératoplastie, à Double Extrémité (10.00 Mm et 11.00 Mm Diameters), avec Central Marking Point, Longueur 146 Mm, Round Titane Manche","3-0231 Abdullayev Corneal Marker for Keratoplasty, Double-ended (10.00 Mm and 11.00 Mm Diameters), with Central Marking Point, Length 146 Mm, Round Titanium Handle",À double extrémité (10.00 mm et 11.00 mm diameters). avec central marking point. Improves centration de le cornée during DSAEK microkeratome preparation. Allows quick placement de le central dot. Facilitates placement de le donor corneas on to le donor emporte-pièce.,Double-ended (10.00 mm and 11.00 mm diameters). With central marking point. Improves centration of the cornea during DSAEK microkeratome preparation. Allows quick placement of the central dot. Facilitates placement of the donor corneas on to the donor punch.,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/mqdefault_a85fc63f-5b2e-419e-b6f2-a009f8402b7d_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/mqdefault_a85fc63f-5b2e-419e-b6f2-a009f8402b7d_320x180.jpg | https://rumex.com/cdn/shop/products/3-204003_512x308.png | https://rumex.com/cdn/shop/products/3-204T_512x512.png | https://rumex.com/cdn/shop/products/1803_4447_512x419.png,active,false
3-024t,rumex,ophthalmology-surgical,"3-024T Abdullayev I & II Marqueur (pour Dsaek/dmek Grafts), Titane, Longueur 125 Mm","3-024T Abdullayev I & II Marker (for Dsaek/dmek Grafts), Titanium, Length 125 Mm",I&II marks do not interfere avec vision. More stable staining. Allows to apply 1.5 mm droit I&II marks at le très edge de le graft. No additional tissue manipulation (no emporte-pièce,I&II marks do not interfere with vision. More stable staining. Allows to apply 1.5 mm straight I&II marks at the very edge of the graft. No additional tissue manipulation (no punch,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/3-024T_226x75_crop_center.png | https://rumex.com/cdn/shop/products/3-024T1_700x700.png | https://rumex.com/cdn/shop/products/3-024_2_700x700.png | https://rumex.com/cdn/shop/products/mqdefault_54b3252b-a5dc-45dd-983b-35fa222dede6_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/mqdefault_f1c1f809-84d4-4ce1-9b7a-b3db008d9a33_134x75_crop_center.jpg,active,false
3-183t,rumex,surgery-instruments,"3-183T LRI Marqueur, Intra-op, 30, 45 et 60 Degré Marks, Longueur 116 Mm, Titane","3-183T LRI Marker, Intra-op, 30, 45 and 60 Degree Marks, Length 116 Mm, Titanium",Thin beveled lames on le rotatable tête allow to precisely locate arcuate marks along le axis even sans le use de ink. Low-profile contributes to easy positioning de le marqueur on le surface de le cornée. Central opening is pour better centration when marking. pointu lames leave clear marks on le cornée pour precise incision placement. No smear et running de ink.,Thin beveled blades on the rotatable head allow to precisely locate arcuate marks along the axis even without the use of ink. Low-profile contributes to easy positioning of the marker on the surface of the cornea. Central opening is for better centration when marking. Sharp blades leave clear marks on the cornea for precise incision placement. No smear and running of ink.,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/3-183main_1167x700.png | https://rumex.com/cdn/shop/products/3-183tip02_1167x700.png | https://rumex.com/cdn/shop/products/3-183tip01_1167x700.png | https://rumex.com/cdn/shop/products/mqdefault_efc15857-36a7-4836-8972-cd76c05f85dd_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/mqdefault_efc15857-36a7-4836-8972-cd76c05f85dd_320x180.jpg,active,false
3-204t,rumex,ophthalmology-surgical,"3-204T John Dsaek à Double Extrémité Marqueur 8.00/9.00mm, Longueur 143 Mm, Titane","3-204T John Dsaek Double-ended Marker 8.00/9.00mm, Length 143 Mm, Titanium",Used to mark recipient et donor cornée. Combines popular diameters de 8.00 et 9.00 mm. a circular mark on le recipient’s cornée serves as a guiding mark pour Descemetorhexis.,Used to mark recipient and donor cornea. Combines popular diameters of 8.00 and 9.00 mm. A circular mark on the recipient’s cornea serves as a guiding mark for Descemetorhexis.,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/3-204T_700x700.png | https://rumex.com/cdn/shop/products/3-204003_1167x700.png | https://rumex.com/cdn/shop/products/3-204004_1167x700.png | https://rumex.com/cdn/shop/products/mqdefault_36fa3a52-a082-47c4-b382-7739a2a0036c_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/mqdefault_36fa3a52-a082-47c4-b382-7739a2a0036c_320x180.jpg,active,false
4-033s,rumex,surgery-instruments,"4-033S Small-incision Pince à Capsulorhexis avec Double Cross-action et Scale, Cystotome Embouts, Micro-thin Mors, pour 1.50 Mm Incisions, Flat Manche, Longueur 105 Mm, Acier Inoxydable","4-033S Small-incision Capsulorhexis Forceps with Double Cross-action and Scale, Cystotome Tips, Micro-thin Jaws, for 1.50 Mm Incisions, Flat Handle, Length 105 Mm, Stainless Steel",Micro-thin mors. double cross-action et parallel retraction de branches guarantee fixed opening pour free movements within le wound et protect le incision from stretching.pointu et délicat cystotome embouts allow to make le first pinch easily. 2 engravings at 2.50 et 5.00 mm pour precise measurement de capsulorhexis.Tungsten carbide coating at le embouts pour better gripping de le capsule. View-port pour better visualization.,Micro-thin jaws. Double cross-action and parallel retraction of branches guarantee fixed opening for free movements within the wound and protect the incision from stretching.Sharp and delicate cystotome tips allow to make the first pinch easily. 2 engravings at 2.50 and 5.00 mm for precise measurement of capsulorhexis.Tungsten carbide coating at the tips for better gripping of the capsule. View-port for better visualization.,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/4-033_main_2_mini_265x75_crop_center.png | https://rumex.com/cdn/shop/products/4-033_main_281x75_crop_center.png | https://rumex.com/cdn/shop/products/4-033_type_min_112x75_crop_center.png | https://rumex.com/cdn/shop/products/mqdefault_bc05b429-25e7-4b28-845c-b895be814744_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/mqdefault_ffa66002-963f-4b3e-995a-3be90e4c0d01_134x75_crop_center.jpg,active,false
4-254s,rumex,ophthalmology-surgical,"4-254S Lambright-abdullayev Ultrathin Dsaek Grasping/pince D'insertion, Longueur 105 Mm, Acier Inoxydable","4-254S Lambright-abdullayev Ultrathin Dsaek Grasping/inserting Forceps, Length 105 Mm, Stainless Steel",Designed to improve insertion de le ultrathin DSAEK grafts especially avec thickness de 70 microns et less. 120 micron space between le embouts minimizes compression et protects donor endothelial cells. Wave-shaped serration de grasping platforms allows pour non-slip insertion et reduces le risk de tissue adherence when le pince is removed.,Designed to improve insertion of the ultrathin DSAEK grafts especially with thickness of 70 microns and less. 120 micron space between the tips minimizes compression and protects donor endothelial cells. Wave-shaped serration of grasping platforms allows for non-slip insertion and reduces the risk of tissue adherence when the forceps is removed.,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/4-254S_04_2_700x700.png | https://rumex.com/cdn/shop/products/4-254S03_2_700x700.png | https://rumex.com/cdn/shop/products/mqdefault_51a8f9fe-b295-475c-8275-b3e744dc9ac8_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/mqdefault_2982ef2b-f111-4c51-8dad-3cc480d0aedd_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/mqdefault_51a8f9fe-b295-475c-8275-b3e744dc9ac8_320x180.jpg,active,false
4-261s,rumex,ophthalmology-surgical,"4-261S Abdullayev Dmek Pince de Préhension, Longueur 82 Mm, Acier Inoxydable","4-261S Abdullayev Dmek Grasping Forceps, Length 82 Mm, Stainless Steel",Improved angle between grasping,Improved angle between grasping,,,https://cdn.shopify.com/s/files/1/0605/8249/4420/files/New_Instruments_katalog_10.2021.pdf,https://rumex.com/cdn/shop/products/4-261S_1167x700.png | https://rumex.com/cdn/shop/products/06_700x700.png | https://rumex.com/cdn/shop/products/05_700x700.png | https://rumex.com/cdn/shop/products/mqdefault_89d9c02e-385e-42b8-b6b3-a139fef39bff_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/4-261S_1117x700.png,active,false
6-20,rumex,surgery-instruments,"6-20/6sk-146 Phaco Sapphire Couteau, Trapezoid Lame, 1.80/2.40 Mm, Longueur 135 Mm, Angulé Titane Manche","6-20/6sk-146 Phaco Sapphire Knife, Trapezoid Blade, 1.80/2.40 Mm, Length 135 Mm, Angled Titanium Handle",Used to perform le main incision/tunnel (for le introduction de a phaco aiguille).Low pressure. précis cuts. Consistent healing.,Used to perform the main incision/tunnel (for the introduction of a phaco needle).Low pressure. Accurate cuts. Consistent healing.,,,,https://rumex.com/cdn/shop/products/7448_10110_750x75_crop_center.png | https://rumex.com/cdn/shop/products/7448_10111_194x75_crop_center.png | https://rumex.com/cdn/shop/products/mqdefault_d4b6ffcc-0515-49a6-9e45-4dc8cad50cce_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/7448_10110_2000x200.png | https://rumex.com/cdn/shop/products/7448_10111_1000x387.png,active,false
6-322,rumex,ophthalmology-surgical,"6-322/6-0531 LRI Diamond Couteau, 20° Trifacet Lame, 1.00 Mm, Calibration Mechanism avec 3 Preset Depths de 500, 550, et 600 Microns, Longueur 125 Mm, Titane Manche","6-322/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 1.00 Mm, Calibration Mechanism with 3 Preset Depths of 500, 550, and 600 Microns, Length 125 Mm, Titanium Handle",Universal Three-Step couteau pour cataracte et LRI chirurgie.,Universal Three-Step Knife for Cataract and LRI Surgery.,,,,https://rumex.com/cdn/shop/products/477_3561_372x75_crop_center.png | https://rumex.com/cdn/shop/products/477_3562_d4fe3807-ee36-46e8-a1d1-3b91630bf6bc_134x75_crop_center.png | https://rumex.com/cdn/shop/products/477_3561_2152x434.png | https://rumex.com/cdn/shop/products/477_3562_d4fe3807-ee36-46e8-a1d1-3b91630bf6bc_1245x700.png | https://rumex.com/cdn/shop/products/480_3567_6125ea8d-3378-4466-9674-f53ac8e0d874_512x288.png,active,false
6-500,rumex,surgery-instruments,"6-500/6-0531 LRI Diamond Couteau, 20° Trifacet Lame, 0.20/1.00 Mm, Preset Depth de 500 Microns, Longueur 110 Mm, Droit Titane Manche","6-500/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 0.20/1.00 Mm, Preset Depth of 500 Microns, Length 110 Mm, Straight Titanium Handle",Used to perform Limbal Relaxing IncisionsTitanium manche avec à verrouillage mechanism. Extreme sharpness de le lames. Minimal pressure. Up to 3000 incisions. Natural diamond. Predictable cuts et architecture de le wound pour more consistent healing. Potentially reduced risk de wound leak. le cutting edge de 4-10 nm pushes le molecules apart sans damaging them et allows le penetration avec minimal pressure.,Used to perform Limbal Relaxing IncisionsTitanium handle with locking mechanism. Extreme sharpness of the blades. Minimal pressure. Up to 3000 incisions. Natural diamond. Predictable cuts and architecture of the wound for more consistent healing. Potentially reduced risk of wound leak. The cutting edge of 4-10 nm pushes the molecules apart without damaging them and allows the penetration with minimal pressure.,,,,https://rumex.com/cdn/shop/products/478_9983_485x75_crop_center.png | https://rumex.com/cdn/shop/products/478_10147_70448380-ae9a-4db3-b072-771bbb003fcb_134x75_crop_center.png | https://rumex.com/cdn/shop/products/478_9983_1194x185.png | https://rumex.com/cdn/shop/products/478_10147_70448380-ae9a-4db3-b072-771bbb003fcb_1024x576.png | https://rumex.com/cdn/shop/products/479_3564_512x288.png,active,false
6-500s,rumex,ophthalmology-surgical,"6-500s/6-0531 LRI Diamond Couteau, 20° Trifacet Lame, 0.20/1.00 Mm, Preset Depth de 500 Microns, to Be Used avec un Lampe à Fente, Longueur 78 Mm, Short Titane Manche","6-500s/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 0.20/1.00 Mm, Preset Depth of 500 Microns, to Be Used with a Slit Lamp, Length 78 Mm, Short Titanium Handle",Used to perform Limbal Relaxing IncisionsTitanium manche avec à verrouillage mechanism. Extreme sharpness de le lames. Minimal pressure. Up to 3000 incisions. Natural diamond. Predictable cuts et architecture de le wound pour more consistent healing. Potentially reduced risk de wound leak. le cutting edge de 4-10 nm pushes le molecules apart sans damaging them et allows le penetration avec minimal pressure.,Used to perform Limbal Relaxing IncisionsTitanium handle with locking mechanism. Extreme sharpness of the blades. Minimal pressure. Up to 3000 incisions. Natural diamond. Predictable cuts and architecture of the wound for more consistent healing. Potentially reduced risk of wound leak. The cutting edge of 4-10 nm pushes the molecules apart without damaging them and allows the penetration with minimal pressure.,,,,https://rumex.com/cdn/shop/products/479_3565_382x75_crop_center.png | https://rumex.com/cdn/shop/products/479_3564_134x75_crop_center.png | https://rumex.com/cdn/shop/products/479_3565_2124x418.png | https://rumex.com/cdn/shop/products/479_3564_1245x700.png | https://rumex.com/cdn/shop/products/478_10147_70448380-ae9a-4db3-b072-771bbb003fcb_512x288.png,active,false
6-600,rumex,surgery-instruments,"6-600/6-0531 LRI Diamond Couteau, 20° Trifacet Lame, 0.20/1.00 Mm, Preset Depth de 600 Microns, Droit, Longueur 110 Mm, Titane Manche","6-600/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 0.20/1.00 Mm, Preset Depth of 600 Microns, Straight, Length 110 Mm, Titanium Handle",Used to perform Limbal Relaxing IncisionsTitanium manche avec à verrouillage mechanism. Extreme sharpness de le lames. Minimal pressure. Up to 3000 incisions. Natural diamond. Predictable cuts et architecture de le wound pour more consistent healing. Potentially reduced risk de wound leak. le cutting edge de 4-10 nm pushes le molecules apart sans damaging them et allows le penetration avec minimal pressure.,Used to perform Limbal Relaxing IncisionsTitanium handle with locking mechanism. Extreme sharpness of the blades. Minimal pressure. Up to 3000 incisions. Natural diamond. Predictable cuts and architecture of the wound for more consistent healing. Potentially reduced risk of wound leak. The cutting edge of 4-10 nm pushes the molecules apart without damaging them and allows the penetration with minimal pressure.,,,,https://rumex.com/cdn/shop/products/480_3566_485x75_crop_center.png | https://rumex.com/cdn/shop/products/480_3567_6125ea8d-3378-4466-9674-f53ac8e0d874_134x75_crop_center.png | https://rumex.com/cdn/shop/products/480_3566_2246x348.png | https://rumex.com/cdn/shop/products/480_3567_6125ea8d-3378-4466-9674-f53ac8e0d874_1245x700.png | https://rumex.com/cdn/shop/products/481_10146_512x288.png,active,false
6-600s,rumex,ophthalmology-surgical,"6-600s/6-0531 LRI Diamond Couteau, 20° Trifacet Lame, 0.20/1.00 Mm, Preset Depth de 600 Microns, to Be Used avec un Lampe à Fente, Longueur 78 Mm, Short Titane Manche","6-600s/6-0531 LRI Diamond Knife, 20° Trifacet Blade, 0.20/1.00 Mm, Preset Depth of 600 Microns, to Be Used with a Slit Lamp, Length 78 Mm, Short Titanium Handle",Used to perform Limbal Relaxing IncisionsTitanium manche avec à verrouillage mechanism. Extreme sharpness de le lames. Minimal pressure. Up to 3000 incisions. Natural diamond. Predictable cuts et architecture de le wound pour more consistent healing. Potentially reduced risk de wound leak. le cutting edge de 4-10 nm pushes le molecules apart sans damaging them et allows le penetration avec minimal pressure.,Used to perform Limbal Relaxing IncisionsTitanium handle with locking mechanism. Extreme sharpness of the blades. Minimal pressure. Up to 3000 incisions. Natural diamond. Predictable cuts and architecture of the wound for more consistent healing. Potentially reduced risk of wound leak. The cutting edge of 4-10 nm pushes the molecules apart without damaging them and allows the penetration with minimal pressure.,,,,https://rumex.com/cdn/shop/products/481_9984_382x75_crop_center.png | https://rumex.com/cdn/shop/products/481_10146_134x75_crop_center.png | https://rumex.com/cdn/shop/products/481_9984_1199x236.png | https://rumex.com/cdn/shop/products/481_10146_1024x576.png | https://rumex.com/cdn/shop/products/480_3567_6125ea8d-3378-4466-9674-f53ac8e0d874_512x288.png,active,false
7-0201t,rumex,surgery-instruments,"7-0201T Kansas-alfonso Nucleus Fragment Removing Pince, avec Teeth, Flat Manche, Longueur 107 Mm, Titane","7-0201T Kansas-alfonso Nucleus Fragment Removing Forceps, with Teeth, Flat Handle, Length 107 Mm, Titanium",Designed to remove fragments de le nucleus through a small incision.2 rows de délicat,Designed to remove fragments of the nucleus through a small incision.2 rows of delicate,,,,https://rumex.com/cdn/shop/products/190_3199_307x75_crop_center.png | https://rumex.com/cdn/shop/products/190_3200_1167x700.png | https://rumex.com/cdn/shop/products/190_3199_2500x612.png | https://rumex.com/cdn/shop/products/169_3129_15147815-c9a3-4139-8fc2-7bbf8d07eeb3_512x376.png | https://rumex.com/cdn/shop/products/169_3128_512x107.png,active,false
7-025t,rumex,surgery-instruments,"7-025T Ernest Nucleus Cracker, Flat Manche, Longueur 106 Mm, Titane","7-025T Ernest Nucleus Cracker, Flat Handle, Length 106 Mm, Titanium",Cross-action mechanism prevents le stretching de le wound. dentelé paddle shaped embouts securely engage le nucleus.,Cross-action mechanism prevents the stretching of the wound. Serrated paddle shaped tips securely engage the nucleus.,,,,https://rumex.com/cdn/shop/products/1407_3146_335x75_crop_center.png | https://rumex.com/cdn/shop/products/1407_3147_1167x700.png | https://rumex.com/cdn/shop/products/1407_3146_2500x560.png | https://rumex.com/cdn/shop/products/184_3180_512x308.png | https://rumex.com/cdn/shop/products/184_3179_512x123.png,active,false
7-063,rumex,surgery-instruments,"7-063 Nagahara Phaco Chopper, Rhd, Dull Finish, Longueur 120 Mm, Round Titane Manche","7-063 Nagahara Phaco Chopper, Rhd, Dull Finish, Length 120 Mm, Round Titanium Handle",Horizontal chopper. lisse round embout de horizontal chopper is safe pour capsule.RHD - a model is designed pour a Right Hand Dominant,Horizontal chopper. Smooth round tip of horizontal chopper is safe for capsule.RHD - a model is designed for a Right Hand Dominant,,,https://cdn.shopify.com/s/files/1/0512/1710/5045/files/MICS_Catalog.pdf,https://rumex.com/cdn/shop/products/1409_4348_423x75_crop_center.png | https://rumex.com/cdn/shop/products/1409_4347_14ec3248-5781-47cd-a4c8-977ad88bb3af_1167x700.png | https://rumex.com/cdn/shop/products/mqdefault_745193b0-cc6e-45a3-80f7-7e09196ed830_134x75_crop_center.jpg | https://rumex.com/cdn/shop/products/1409_4348_2500x445.png | https://rumex.com/cdn/shop/products/mqdefault_745193b0-cc6e-45a3-80f7-7e09196ed830_320x180.jpg,active,false
7-0631,rumex,ophthalmology-surgical,"7-0631 Nagahara Phaco Chopper (Rhd) & Drysdale Nucleus Manipulator, à Double Extrémité, Longueur 128 Mm, Round Titane Manche","7-0631 Nagahara Phaco Chopper (Rhd) & Drysdale Nucleus Manipulator, Double-ended, Length 128 Mm, Round Titanium Handle",Lisse round embout de horizontal chopper is safe pour capsule.Flattened paddle embout de Drysdale Nucleus Manipulator divides et separates le nucleus.RHD - a model is designed pour a Right Hand Dominant,Smooth round tip of horizontal chopper is safe for capsule.Flattened paddle tip of Drysdale Nucleus Manipulator divides and separates the nucleus.RHD - a model is designed for a Right Hand Dominant,,,,https://rumex.com/cdn/shop/products/193_3201_417x75_crop_center.png | https://rumex.com/cdn/shop/products/193_3203_484c3afe-601b-4f8f-adb3-ee867e86aa09_134x75_crop_center.png | https://rumex.com/cdn/shop/products/193_3202_eda47561-7251-4db6-b156-367b16984026_138x75_crop_center.png | https://rumex.com/cdn/shop/products/193_3201_2464x444.png | https://rumex.com/cdn/shop/products/193_3203_484c3afe-601b-4f8f-adb3-ee867e86aa09_1249x700.png,active,false
